n,k,theta,tempo_esecuzione, result,check
512,512,0.500000,0.217606,0,1
512,512,0.500000,0.057656,0,1
512,512,0.500000,0.055908,0,1
512,512,0.500000,0.052987,0,1
512,512,0.500000,0.052462,0,1
512,512,0.500000,0.069839,0,1
512,512,0.500000,0.073049,0,1
512,512,0.500000,0.058389,0,1
512,512,0.500000,0.071291,0,1
512,512,0.500000,0.061392,0,1
1024,1024,0.500000,0.111837,0,1
1024,1024,0.500000,0.098922,0,1
1024,1024,0.500000,0.098832,0,1
1024,1024,0.500000,0.121039,0,1
1024,1024,0.500000,0.105567,0,1
1024,1024,0.500000,0.095242,0,1
1024,1024,0.500000,0.106798,0,1
1024,1024,0.500000,0.100012,0,1
1024,1024,0.500000,0.100031,0,1
1024,1024,0.500000,0.107140,0,1
1536,1536,0.500000,0.151237,0,1
1536,1536,0.500000,0.147118,0,1
1536,1536,0.500000,0.165149,0,1
1536,1536,0.500000,0.176862,0,1
1536,1536,0.500000,0.152488,0,1
1536,1536,0.500000,0.142481,0,1
1536,1536,0.500000,0.156058,0,1
1536,1536,0.500000,0.154653,0,1
1536,1536,0.500000,0.165087,0,1
1536,1536,0.500000,0.162138,0,1
2048,2048,0.500000,0.220670,0,1
2048,2048,0.500000,0.229666,0,1
2048,2048,0.500000,0.224974,0,1
2048,2048,0.500000,0.220810,0,1
2048,2048,0.500000,0.218593,0,1
2048,2048,0.500000,0.207997,0,1
2048,2048,0.500000,0.299725,0,1
2048,2048,0.500000,0.210725,0,1
2048,2048,0.500000,0.244944,0,1
2048,2048,0.500000,0.220098,0,1
2560,2560,0.500000,0.270092,0,1
2560,2560,0.500000,0.271320,0,1
2560,2560,0.500000,0.268690,0,1
2560,2560,0.500000,0.263702,0,1
2560,2560,0.500000,0.274481,0,1
2560,2560,0.500000,0.268889,0,1
2560,2560,0.500000,0.273041,0,1
2560,2560,0.500000,0.291370,0,1
2560,2560,0.500000,0.283649,0,1
2560,2560,0.500000,0.326339,0,1
3072,3072,0.500000,0.381074,0,1
3072,3072,0.500000,0.357039,0,1
3072,3072,0.500000,0.373848,0,1
3072,3072,0.500000,0.345814,0,1
3072,3072,0.500000,0.356471,0,1
3072,3072,0.500000,0.361907,0,1
3072,3072,0.500000,0.381626,0,1
3072,3072,0.500000,0.356573,0,1
3072,3072,0.500000,0.364517,0,1
3072,3072,0.500000,0.375479,0,1
3584,3584,0.500000,0.500987,1,1
3584,3584,0.500000,0.497154,1,1
3584,3584,0.500000,0.506170,1,1
3584,3584,0.500000,0.518712,1,1
3584,3584,0.500000,0.525848,1,1
3584,3584,0.500000,0.501399,1,1
3584,3584,0.500000,0.482121,1,1
3584,3584,0.500000,0.516570,1,1
3584,3584,0.500000,0.506037,1,1
3584,3584,0.500000,0.551751,1,1
4096,4096,0.500000,0.500514,0,1
4096,4096,0.500000,0.515224,0,1
4096,4096,0.500000,0.514722,0,1
4096,4096,0.500000,0.553326,0,1
4096,4096,0.500000,0.538129,0,1
4096,4096,0.500000,0.496688,0,1
4096,4096,0.500000,0.508612,0,1
4096,4096,0.500000,0.555797,0,1
4096,4096,0.500000,0.536545,0,1
4096,4096,0.500000,0.488372,0,1
4608,4608,0.500000,0.632778,0,1
4608,4608,0.500000,0.582793,0,1
4608,4608,0.500000,0.553781,0,1
4608,4608,0.500000,0.556002,0,1
4608,4608,0.500000,0.660316,0,1
4608,4608,0.500000,0.555087,0,1
4608,4608,0.500000,0.573900,0,1
4608,4608,0.500000,0.560514,0,1
4608,4608,0.500000,0.679641,0,1
4608,4608,0.500000,0.589327,0,1
5120,5120,0.500000,0.729776,0,1
5120,5120,0.500000,0.752840,0,1
5120,5120,0.500000,0.737483,0,1
5120,5120,0.500000,0.729059,0,1
5120,5120,0.500000,0.738477,0,1
5120,5120,0.500000,0.706519,0,1
5120,5120,0.500000,0.702552,0,1
5120,5120,0.500000,0.780036,0,1
5120,5120,0.500000,0.731919,0,1
5120,5120,0.500000,0.710979,0,1
5632,5632,0.500000,1.008813,1,1
5632,5632,0.500000,1.051101,1,1
5632,5632,0.500000,1.083812,1,1
5632,5632,0.500000,1.135773,1,1
5632,5632,0.500000,1.179116,1,1
5632,5632,0.500000,1.139078,1,1
5632,5632,0.500000,1.001971,1,1
5632,5632,0.500000,1.018142,1,1
5632,5632,0.500000,0.975857,1,1
5632,5632,0.500000,1.023307,1,1
6144,6144,0.500000,0.913570,0,1
6144,6144,0.500000,0.992401,0,1
6144,6144,0.500000,0.966279,0,1
6144,6144,0.500000,0.905023,0,1
6144,6144,0.500000,0.873259,0,1
6144,6144,0.500000,0.915355,0,1
6144,6144,0.500000,0.899471,0,1
6144,6144,0.500000,0.930763,0,1
6144,6144,0.500000,1.007621,0,1
6144,6144,0.500000,0.962773,0,1
6656,6656,0.500000,0.994017,0,1
6656,6656,0.500000,0.990626,0,1
6656,6656,0.500000,1.003837,0,1
6656,6656,0.500000,0.982866,0,1
6656,6656,0.500000,0.984748,0,1
6656,6656,0.500000,0.993574,0,1
6656,6656,0.500000,0.986443,0,1
6656,6656,0.500000,0.976954,0,1
