n,k,theta,tempo_esecuzione, result,check
512,512,0.300000,0.192146,1,1
512,512,0.300000,0.039285,1,1
512,512,0.300000,0.039704,1,1
512,512,0.300000,0.039375,1,1
512,512,0.300000,0.039748,1,1
512,512,0.300000,0.074716,1,1
512,512,0.300000,0.041741,1,1
512,512,0.300000,0.039993,1,1
512,512,0.300000,0.040143,1,1
512,512,0.300000,0.039468,1,1
1024,1024,0.300000,0.083214,1,1
1024,1024,0.300000,0.083763,1,1
1024,1024,0.300000,0.149537,1,1
1024,1024,0.300000,0.086387,1,1
1024,1024,0.300000,0.087052,1,1
1024,1024,0.300000,0.085553,1,1
1024,1024,0.300000,0.084080,1,1
1024,1024,0.300000,0.087929,1,1
1024,1024,0.300000,0.085881,1,1
1024,1024,0.300000,0.083760,1,1
1536,1536,0.300000,0.131843,1,1
1536,1536,0.300000,0.131393,1,1
1536,1536,0.300000,0.132733,1,1
1536,1536,0.300000,0.129970,1,1
1536,1536,0.300000,0.226098,1,1
1536,1536,0.300000,0.129339,1,1
1536,1536,0.300000,0.130597,1,1
1536,1536,0.300000,0.130887,1,1
1536,1536,0.300000,0.131581,1,1
1536,1536,0.300000,0.133589,1,1
2048,2048,0.300000,0.199453,1,1
2048,2048,0.300000,0.196545,1,1
2048,2048,0.300000,0.202110,1,1
2048,2048,0.300000,0.197814,1,1
2048,2048,0.300000,0.199167,1,1
2048,2048,0.300000,0.198626,1,1
2048,2048,0.300000,0.201200,1,1
2048,2048,0.300000,0.199863,1,1
2048,2048,0.300000,0.197497,1,1
2048,2048,0.300000,0.199284,1,1
2560,2560,0.300000,0.215187,0,1
2560,2560,0.300000,0.214347,0,1
2560,2560,0.300000,0.218277,0,1
2560,2560,0.300000,0.213435,0,1
2560,2560,0.300000,0.215427,0,1
2560,2560,0.300000,0.213844,0,1
2560,2560,0.300000,0.215303,0,1
2560,2560,0.300000,0.214356,0,1
2560,2560,0.300000,0.215790,0,1
2560,2560,0.300000,0.210043,0,1
3072,3072,0.300000,0.276945,0,1
3072,3072,0.300000,0.279574,0,1
3072,3072,0.300000,0.277538,0,1
3072,3072,0.300000,0.281542,0,1
3072,3072,0.300000,0.362809,0,1
3072,3072,0.300000,0.276549,0,1
3072,3072,0.300000,0.277309,0,1
3072,3072,0.300000,0.279289,0,1
3072,3072,0.300000,0.273428,0,1
3072,3072,0.300000,0.278459,0,1
3584,3584,0.300000,0.408985,1,1
3584,3584,0.300000,0.408881,1,1
3584,3584,0.300000,0.408599,1,1
3584,3584,0.300000,0.408740,1,1
3584,3584,0.300000,0.407807,1,1
3584,3584,0.300000,0.409701,1,1
3584,3584,0.300000,0.408064,1,1
3584,3584,0.300000,0.409864,1,1
3584,3584,0.300000,0.406441,1,1
3584,3584,0.300000,0.410996,1,1
4096,4096,0.300000,0.408285,0,1
4096,4096,0.300000,0.406308,0,1
4096,4096,0.300000,0.405246,0,1
4096,4096,0.300000,0.405785,0,1
4096,4096,0.300000,0.407440,0,1
4096,4096,0.300000,0.410922,0,1
4096,4096,0.300000,0.404780,0,1
4096,4096,0.300000,0.405603,0,1
4096,4096,0.300000,0.408016,0,1
4096,4096,0.300000,0.406929,0,1
4608,4608,0.300000,0.455880,0,1
4608,4608,0.300000,0.458713,0,1
4608,4608,0.300000,0.470179,0,1
4608,4608,0.300000,0.469682,0,1
4608,4608,0.300000,0.469148,0,1
4608,4608,0.300000,0.464495,0,1
4608,4608,0.300000,0.462429,0,1
4608,4608,0.300000,0.464070,0,1
4608,4608,0.300000,0.455080,0,1
4608,4608,0.300000,0.468759,0,1
5120,5120,0.300000,0.592421,0,1
5120,5120,0.300000,0.585702,0,1
5120,5120,0.300000,0.582445,0,1
5120,5120,0.300000,0.580858,0,1
5120,5120,0.300000,0.585935,0,1
5120,5120,0.300000,0.588695,0,1
5120,5120,0.300000,0.600980,0,1
5120,5120,0.300000,0.591417,0,1
5120,5120,0.300000,0.592731,0,1
5120,5120,0.300000,0.587728,0,1
