n,k,theta,tempo_esecuzione, result
512,512,0.100000,0.334326,1
512,512,0.100000,0.169091,1
512,512,0.100000,0.168936,1
512,512,0.100000,0.162160,1
512,512,0.100000,0.162794,1
512,512,0.100000,0.163909,1
512,512,0.100000,0.164043,1
512,512,0.100000,0.161577,1
512,512,0.100000,0.161713,1
512,512,0.100000,0.162561,1
512,512,0.100000,0.161700,1
512,512,0.100000,0.164019,1
512,512,0.100000,0.162156,1
512,512,0.100000,0.161838,1
512,512,0.100000,0.162139,1
512,512,0.100000,0.162663,1
512,512,0.100000,0.165712,1
512,512,0.100000,0.165820,1
512,512,0.100000,0.175531,1
512,512,0.100000,0.169845,1
512,512,0.100000,0.162782,1
512,512,0.100000,0.170762,1
512,512,0.100000,0.160800,1
512,512,0.100000,0.160307,1
512,512,0.100000,0.161035,1
512,512,0.100000,0.160664,1
512,512,0.100000,0.195586,1
512,512,0.100000,0.160977,1
512,512,0.100000,0.164178,1
512,512,0.100000,0.201124,1
1024,1024,0.100000,0.859259,0
1024,1024,0.100000,0.923070,0
1024,1024,0.100000,1.092444,0
1024,1024,0.100000,1.111538,0
1024,1024,0.100000,1.159978,0
1024,1024,0.100000,1.078447,0
1024,1024,0.100000,1.125885,0
1024,1024,0.100000,1.186435,0
1024,1024,0.100000,1.142620,0
1024,1024,0.100000,1.081088,0
1024,1024,0.100000,1.099286,0
1024,1024,0.100000,1.189556,0
1024,1024,0.100000,1.120686,0
1024,1024,0.100000,1.205143,0
1024,1024,0.100000,1.144575,0
1024,1024,0.100000,1.163948,0
1024,1024,0.100000,1.116630,0
1024,1024,0.100000,1.110757,0
1024,1024,0.100000,1.179716,0
1024,1024,0.100000,1.088270,0
1024,1024,0.100000,1.110006,0
1024,1024,0.100000,1.107927,0
1024,1024,0.100000,1.140193,0
1024,1024,0.100000,1.101879,0
1024,1024,0.100000,1.087376,0
1024,1024,0.100000,1.126638,0
1024,1024,0.100000,1.105133,0
1024,1024,0.100000,1.156405,0
1024,1024,0.100000,1.165261,0
1024,1024,0.100000,1.076909,0
1536,1536,0.100000,2.841158,1
1536,1536,0.100000,2.732846,1
1536,1536,0.100000,2.847224,1
1536,1536,0.100000,2.865526,1
1536,1536,0.100000,2.849941,1
1536,1536,0.100000,2.857094,1
1536,1536,0.100000,2.848741,1
1536,1536,0.100000,2.803981,1
1536,1536,0.100000,2.799897,1
1536,1536,0.100000,2.830648,1
1536,1536,0.100000,2.721143,1
1536,1536,0.100000,2.768564,1
1536,1536,0.100000,2.761364,1
1536,1536,0.100000,2.763794,1
1536,1536,0.100000,2.812997,1
1536,1536,0.100000,2.830583,1
1536,1536,0.100000,2.868159,1
1536,1536,0.100000,2.822122,1
1536,1536,0.100000,2.864963,1
1536,1536,0.100000,2.785844,1
1536,1536,0.100000,2.853661,1
1536,1536,0.100000,2.714971,1
1536,1536,0.100000,2.829496,1
1536,1536,0.100000,2.834323,1
1536,1536,0.100000,2.824792,1
1536,1536,0.100000,2.828428,1
1536,1536,0.100000,2.762422,1
1536,1536,0.100000,2.877132,1
1536,1536,0.100000,2.768835,1
1536,1536,0.100000,2.793488,1
2048,2048,0.100000,5.361057,0
2048,2048,0.100000,5.512235,0
2048,2048,0.100000,5.403532,0
2048,2048,0.100000,5.505348,0
2048,2048,0.100000,5.497886,0
2048,2048,0.100000,5.436967,0
2048,2048,0.100000,5.410706,0
2048,2048,0.100000,4.656821,0
2048,2048,0.100000,4.460861,0
2048,2048,0.100000,4.391203,0
2048,2048,0.100000,5.050528,0
2048,2048,0.100000,5.412948,0
2048,2048,0.100000,5.367510,0
2048,2048,0.100000,5.359861,0
2048,2048,0.100000,5.409453,0
2048,2048,0.100000,5.433164,0
2048,2048,0.100000,5.421659,0
2048,2048,0.100000,5.466671,0
2048,2048,0.100000,5.367607,0
2048,2048,0.100000,5.459522,0
2048,2048,0.100000,5.384919,0
2048,2048,0.100000,5.359276,0
2048,2048,0.100000,5.472888,0
2048,2048,0.100000,5.539429,0
2048,2048,0.100000,5.407271,0
2048,2048,0.100000,5.376711,0
2048,2048,0.100000,5.413352,0
2048,2048,0.100000,5.306407,0
2048,2048,0.100000,5.405030,0
2048,2048,0.100000,5.484880,0
2560,2560,0.100000,10.319511,0
2560,2560,0.100000,10.608494,0
2560,2560,0.100000,10.658334,0
2560,2560,0.100000,10.483395,0
2560,2560,0.100000,10.465908,0
2560,2560,0.100000,10.550256,0
2560,2560,0.100000,10.618666,0
2560,2560,0.100000,10.408596,0
2560,2560,0.100000,10.576370,0
2560,2560,0.100000,10.511425,0
2560,2560,0.100000,10.495395,0
2560,2560,0.100000,10.578323,0
2560,2560,0.100000,10.420566,0
2560,2560,0.100000,10.440050,0
2560,2560,0.100000,10.426737,0
2560,2560,0.100000,10.508416,0
2560,2560,0.100000,10.560337,0
2560,2560,0.100000,10.535469,0
