n,k,theta,tempo_esecuzione, result
512,512,0.900000,0.212665,1
512,512,0.900000,0.060087,1
512,512,0.900000,0.055768,1
512,512,0.900000,0.055922,1
512,512,0.900000,0.057976,1
512,512,0.900000,0.065366,1
512,512,0.900000,0.062927,1
512,512,0.900000,0.056168,1
512,512,0.900000,0.061662,1
512,512,0.900000,0.066786,1
1024,1024,0.900000,0.119408,0
1024,1024,0.900000,0.111125,0
1024,1024,0.900000,0.121703,0
1024,1024,0.900000,0.121182,0
1024,1024,0.900000,0.109365,0
1024,1024,0.900000,0.120662,0
1024,1024,0.900000,0.119920,0
1024,1024,0.900000,0.114774,0
1024,1024,0.900000,0.118116,0
1024,1024,0.900000,0.126131,0
1536,1536,0.900000,0.205740,1
1536,1536,0.900000,0.207377,1
1536,1536,0.900000,0.207800,1
1536,1536,0.900000,0.193978,1
1536,1536,0.900000,0.205142,1
1536,1536,0.900000,0.207867,1
1536,1536,0.900000,0.208322,1
1536,1536,0.900000,0.205472,1
1536,1536,0.900000,0.206791,1
1536,1536,0.900000,0.228667,1
2048,2048,0.900000,0.255334,0
2048,2048,0.900000,0.266395,0
2048,2048,0.900000,0.235170,0
2048,2048,0.900000,0.266348,0
2048,2048,0.900000,0.403985,0
2048,2048,0.900000,0.431180,0
2048,2048,0.900000,0.433284,0
2048,2048,0.900000,0.429937,0
2048,2048,0.900000,0.405389,0
2048,2048,0.900000,0.428057,0
2560,2560,0.900000,0.590054,1
2560,2560,0.900000,0.568902,1
2560,2560,0.900000,0.610770,1
2560,2560,0.900000,0.590634,1
2560,2560,0.900000,0.588137,1
2560,2560,0.900000,0.590281,1
2560,2560,0.900000,0.584048,1
2560,2560,0.900000,0.566648,1
2560,2560,0.900000,0.590067,1
2560,2560,0.900000,0.601801,1
3072,3072,0.900000,0.782032,1
3072,3072,0.900000,0.737245,1
3072,3072,0.900000,0.772336,1
3072,3072,0.900000,0.772881,1
3072,3072,0.900000,0.791579,1
3072,3072,0.900000,0.763122,1
3072,3072,0.900000,0.746594,1
3072,3072,0.900000,0.788403,1
3072,3072,0.900000,0.772635,1
3072,3072,0.900000,0.809763,1
3584,3584,0.900000,0.917199,1
3584,3584,0.900000,0.892023,1
3584,3584,0.900000,0.878714,1
3584,3584,0.900000,0.850522,1
3584,3584,0.900000,0.890987,1
3584,3584,0.900000,0.869830,1
3584,3584,0.900000,0.890638,1
3584,3584,0.900000,0.958723,1
3584,3584,0.900000,0.945599,1
3584,3584,0.900000,0.853420,1
4096,4096,0.900000,1.002730,0
4096,4096,0.900000,1.006951,0
4096,4096,0.900000,0.974746,0
4096,4096,0.900000,0.977360,0
