n,k,theta,tempo_esecuzione, result
512,512,0.500000,0.224911,0
512,512,0.500000,0.098237,0
512,512,0.500000,0.100286,0
512,512,0.500000,0.108829,0
512,512,0.500000,0.081016,0
512,512,0.500000,0.092406,0
512,512,0.500000,0.108851,0
512,512,0.500000,0.122361,0
512,512,0.500000,0.091523,0
512,512,0.500000,0.090099,0
1024,1024,0.500000,0.191561,0
1024,1024,0.500000,0.232986,0
1024,1024,0.500000,0.167873,0
1024,1024,0.500000,0.160292,0
1024,1024,0.500000,0.173096,0
1024,1024,0.500000,0.150818,0
1024,1024,0.500000,0.157363,0
1024,1024,0.500000,0.154076,0
1024,1024,0.500000,0.154214,0
1024,1024,0.500000,0.180287,0
1536,1536,0.500000,0.360662,0
1536,1536,0.500000,0.277529,0
1536,1536,0.500000,0.347686,0
1536,1536,0.500000,0.282291,0
1536,1536,0.500000,0.310630,0
1536,1536,0.500000,0.258835,0
1536,1536,0.500000,0.415653,0
1536,1536,0.500000,0.285045,0
1536,1536,0.500000,0.335178,0
1536,1536,0.500000,0.354461,0
2048,2048,0.500000,0.609040,0
2048,2048,0.500000,0.470399,0
2048,2048,0.500000,0.549764,0
2048,2048,0.500000,0.575775,0
2048,2048,0.500000,0.576430,0
2048,2048,0.500000,0.530718,0
2048,2048,0.500000,0.576858,0
2048,2048,0.500000,0.634181,0
2048,2048,0.500000,0.656686,0
2048,2048,0.500000,0.639545,0
2560,2560,0.500000,0.808271,0
2560,2560,0.500000,0.831282,0
2560,2560,0.500000,0.755952,0
2560,2560,0.500000,0.745906,0
2560,2560,0.500000,0.869189,0
2560,2560,0.500000,0.775284,0
2560,2560,0.500000,0.798173,0
2560,2560,0.500000,0.743278,0
2560,2560,0.500000,0.758015,0
2560,2560,0.500000,0.762640,0
3072,3072,0.500000,0.952870,0
3072,3072,0.500000,0.909400,0
3072,3072,0.500000,0.999702,0
3072,3072,0.500000,1.038562,0
3072,3072,0.500000,1.026041,0
3072,3072,0.500000,0.959706,0
3072,3072,0.500000,1.072045,0
3072,3072,0.500000,0.970678,0
3072,3072,0.500000,0.982262,0
3072,3072,0.500000,1.074954,0
3584,3584,0.500000,1.324732,1
3584,3584,0.500000,1.216959,1
