n,k,theta,tempo_esecuzione, result
512,512,0.100000,0.078359,1
512,512,0.100000,0.086100,1
512,512,0.100000,0.077154,1
512,512,0.100000,0.104993,1
512,512,0.100000,0.080243,1
512,512,0.100000,0.077234,1
512,512,0.100000,0.077135,1
512,512,0.100000,0.077372,1
512,512,0.100000,0.077219,1
512,512,0.100000,0.096151,1
1024,1024,0.100000,0.610271,0
1024,1024,0.100000,0.474736,0
1024,1024,0.100000,0.536432,0
1024,1024,0.100000,0.488569,0
1024,1024,0.100000,0.608276,0
1024,1024,0.100000,0.578086,0
1024,1024,0.100000,0.593687,0
1024,1024,0.100000,0.602465,0
1024,1024,0.100000,0.524679,0
1024,1024,0.100000,0.509951,0
1536,1536,0.100000,2.028997,1
1536,1536,0.100000,1.840127,1
1536,1536,0.100000,1.951769,1
1536,1536,0.100000,1.661353,1
1536,1536,0.100000,1.997204,1
1536,1536,0.100000,2.117073,1
1536,1536,0.100000,1.772376,1
1536,1536,0.100000,1.927789,1
1536,1536,0.100000,1.714956,1
1536,1536,0.100000,1.815719,1
2048,2048,0.100000,4.236375,0
2048,2048,0.100000,4.088453,0
2048,2048,0.100000,4.223766,0
2048,2048,0.100000,3.929993,0
2048,2048,0.100000,4.135113,0
2048,2048,0.100000,4.046307,0
2048,2048,0.100000,4.269561,0
2048,2048,0.100000,4.115977,0
2048,2048,0.100000,4.309027,0
2048,2048,0.100000,4.085935,0
2560,2560,0.100000,8.346329,0
2560,2560,0.100000,8.319760,0
2560,2560,0.100000,8.218218,0
2560,2560,0.100000,8.641029,0
2560,2560,0.100000,8.090496,0
2560,2560,0.100000,7.911678,0
2560,2560,0.100000,7.904001,0
2560,2560,0.100000,8.116265,0
2560,2560,0.100000,7.774895,0
2560,2560,0.100000,8.298655,0
3072,3072,0.100000,14.051300,0
3072,3072,0.100000,13.854897,0
3072,3072,0.100000,13.991289,0
3072,3072,0.100000,13.803494,0
3072,3072,0.100000,13.792243,0
3072,3072,0.100000,13.416401,0
3072,3072,0.100000,14.296913,0
3072,3072,0.100000,13.568147,0
3072,3072,0.100000,13.769947,0
3072,3072,0.100000,14.340910,0
3584,3584,0.100000,22.240268,0
3584,3584,0.100000,22.281462,0
3584,3584,0.100000,22.279004,0
3584,3584,0.100000,22.522783,0
3584,3584,0.100000,23.389482,0
3584,3584,0.100000,22.589289,0
3584,3584,0.100000,22.146227,0
3584,3584,0.100000,22.557062,0
3584,3584,0.100000,22.224741,0
3584,3584,0.100000,22.311353,0
4096,4096,0.100000,33.646728,0
4096,4096,0.100000,32.929291,0
4096,4096,0.100000,32.553443,0
4096,4096,0.100000,33.289108,0
4096,4096,0.100000,32.954752,0
4096,4096,0.100000,33.614930,0
4096,4096,0.100000,32.751722,0
4096,4096,0.100000,33.216415,0
4096,4096,0.100000,33.320570,0
4096,4096,0.100000,33.090625,0
4608,4608,0.100000,47.453390,0
4608,4608,0.100000,47.050394,0
4608,4608,0.100000,46.959043,0
4608,4608,0.100000,49.090643,0
4608,4608,0.100000,47.332537,0
4608,4608,0.100000,47.606906,0
4608,4608,0.100000,46.908113,0
4608,4608,0.100000,47.170816,0
4608,4608,0.100000,46.576574,0
4608,4608,0.100000,47.331931,0
5120,5120,0.100000,64.563976,0
5120,5120,0.100000,64.550735,0
5120,5120,0.100000,64.112864,0
5120,5120,0.100000,64.136589,0
5120,5120,0.100000,65.310067,0
5120,5120,0.100000,64.567879,0
