n,k,theta,tempo_esecuzione, result
512,512,0.900000,0.177891,1
512,512,0.900000,0.063444,1
512,512,0.900000,0.063348,1
512,512,0.900000,0.064979,1
512,512,0.900000,0.062169,1
512,512,0.900000,0.068102,1
512,512,0.900000,0.066554,1
512,512,0.900000,0.059556,1
512,512,0.900000,0.065247,1
512,512,0.900000,0.064929,1
1024,1024,0.900000,0.133214,0
1024,1024,0.900000,0.151733,0
1024,1024,0.900000,0.146084,0
1024,1024,0.900000,0.147736,0
1024,1024,0.900000,0.251394,0
1024,1024,0.900000,0.146997,0
1024,1024,0.900000,0.151343,0
1024,1024,0.900000,0.171394,0
1024,1024,0.900000,0.135880,0
1024,1024,0.900000,0.129087,0
1536,1536,0.900000,0.226573,1
1536,1536,0.900000,0.218364,1
1536,1536,0.900000,0.220992,1
1536,1536,0.900000,0.220618,1
1536,1536,0.900000,0.218539,1
1536,1536,0.900000,0.211933,1
1536,1536,0.900000,0.217607,1
1536,1536,0.900000,0.217351,1
1536,1536,0.900000,0.270393,1
1536,1536,0.900000,0.213157,1
2048,2048,0.900000,0.291157,0
2048,2048,0.900000,0.287647,0
2048,2048,0.900000,0.292502,0
2048,2048,0.900000,0.284855,0
2048,2048,0.900000,0.349063,0
2048,2048,0.900000,0.363772,0
2048,2048,0.900000,0.361300,0
2048,2048,0.900000,0.448415,0
2048,2048,0.900000,0.431932,0
2048,2048,0.900000,0.373015,0
2560,2560,0.900000,0.610559,1
2560,2560,0.900000,0.544950,1
2560,2560,0.900000,0.531267,1
2560,2560,0.900000,0.534074,1
2560,2560,0.900000,0.527175,1
2560,2560,0.900000,0.539308,1
2560,2560,0.900000,0.550044,1
2560,2560,0.900000,0.532333,1
2560,2560,0.900000,0.528224,1
2560,2560,0.900000,0.597129,1
