n,k,theta,tempo_esecuzione, result
100,100,0.200000,0.000509,0
100,100,0.200000,0.000476,0
100,100,0.200000,0.000470,0
100,100,0.200000,0.000488,0
100,100,0.200000,0.000474,0
100,100,0.200000,0.000468,0
100,100,0.200000,0.000464,0
100,100,0.200000,0.000440,0
100,100,0.200000,0.000426,0
100,100,0.200000,0.000460,0
100,100,0.200000,0.000418,0
100,100,0.200000,0.000437,0
100,100,0.200000,0.000428,0
100,100,0.200000,0.000421,0
100,100,0.200000,0.000423,0
100,100,0.200000,0.000455,0
100,100,0.200000,0.000459,0
100,100,0.200000,0.000422,0
100,100,0.200000,0.000420,0
100,100,0.200000,0.000421,0
100,100,0.200000,0.000439,0
100,100,0.200000,0.000427,0
100,100,0.200000,0.000446,0
100,100,0.200000,0.000428,0
100,100,0.200000,0.000482,0
100,100,0.200000,0.000433,0
100,100,0.200000,0.000447,0
100,100,0.200000,0.000423,0
100,100,0.200000,0.000426,0
100,100,0.200000,0.000446,0
200,200,0.200000,0.003762,1
200,200,0.200000,0.003764,1
200,200,0.200000,0.003791,1
200,200,0.200000,0.003751,1
200,200,0.200000,0.003730,1
200,200,0.200000,0.003760,1
200,200,0.200000,0.003769,1
200,200,0.200000,0.003791,1
200,200,0.200000,0.003737,1
200,200,0.200000,0.003804,1
200,200,0.200000,0.003735,1
200,200,0.200000,0.003770,1
200,200,0.200000,0.003744,1
200,200,0.200000,0.003759,1
200,200,0.200000,0.003731,1
200,200,0.200000,0.003712,1
200,200,0.200000,0.003726,1
200,200,0.200000,0.003803,1
200,200,0.200000,0.003732,1
200,200,0.200000,0.003732,1
200,200,0.200000,0.003718,1
200,200,0.200000,0.003766,1
200,200,0.200000,0.003748,1
200,200,0.200000,0.003746,1
200,200,0.200000,0.003752,1
200,200,0.200000,0.003744,1
200,200,0.200000,0.003801,1
200,200,0.200000,0.003742,1
200,200,0.200000,0.003765,1
200,200,0.200000,0.003747,1
300,300,0.200000,0.012407,1
300,300,0.200000,0.012439,1
300,300,0.200000,0.012406,1
300,300,0.200000,0.012383,1
300,300,0.200000,0.012414,1
300,300,0.200000,0.012426,1
300,300,0.200000,0.012418,1
300,300,0.200000,0.012462,1
300,300,0.200000,0.012411,1
300,300,0.200000,0.012421,1
300,300,0.200000,0.012398,1
300,300,0.200000,0.012353,1
300,300,0.200000,0.012435,1
300,300,0.200000,0.012510,1
300,300,0.200000,0.012460,1
300,300,0.200000,0.012450,1
300,300,0.200000,0.012407,1
300,300,0.200000,0.012423,1
300,300,0.200000,0.012363,1
300,300,0.200000,0.012467,1
300,300,0.200000,0.012444,1
300,300,0.200000,0.012466,1
300,300,0.200000,0.012426,1
300,300,0.200000,0.012418,1
300,300,0.200000,0.012416,1
300,300,0.200000,0.012437,1
300,300,0.200000,0.012517,1
300,300,0.200000,0.012441,1
300,300,0.200000,0.012396,1
300,300,0.200000,0.012426,1
400,400,0.200000,0.028548,0
400,400,0.200000,0.028595,0
400,400,0.200000,0.028528,0
400,400,0.200000,0.028507,0
400,400,0.200000,0.028542,0
400,400,0.200000,0.028757,0
400,400,0.200000,0.028614,0
400,400,0.200000,0.028564,0
400,400,0.200000,0.028363,0
400,400,0.200000,0.028496,0
400,400,0.200000,0.028520,0
400,400,0.200000,0.028598,0
400,400,0.200000,0.028593,0
400,400,0.200000,0.028748,0
400,400,0.200000,0.028722,0
400,400,0.200000,0.028673,0
400,400,0.200000,0.028652,0
400,400,0.200000,0.028628,0
400,400,0.200000,0.028457,0
400,400,0.200000,0.029002,0
400,400,0.200000,0.029112,0
400,400,0.200000,0.029266,0
400,400,0.200000,0.028790,0
400,400,0.200000,0.028668,0
400,400,0.200000,0.028591,0
400,400,0.200000,0.028647,0
400,400,0.200000,0.028895,0
400,400,0.200000,0.028778,0
400,400,0.200000,0.028602,0
400,400,0.200000,0.028673,0
500,500,0.200000,0.056513,1
500,500,0.200000,0.056953,1
500,500,0.200000,0.056699,1
500,500,0.200000,0.056445,1
500,500,0.200000,0.056352,1
500,500,0.200000,0.056472,1
500,500,0.200000,0.057010,1
500,500,0.200000,0.056546,1
500,500,0.200000,0.056709,1
500,500,0.200000,0.056993,1
500,500,0.200000,0.056973,1
500,500,0.200000,0.056602,1
500,500,0.200000,0.056533,1
500,500,0.200000,0.056416,1
500,500,0.200000,0.056343,1
500,500,0.200000,0.057334,1
500,500,0.200000,0.056774,1
500,500,0.200000,0.056338,1
500,500,0.200000,0.056816,1
500,500,0.200000,0.056509,1
500,500,0.200000,0.056345,1
500,500,0.200000,0.056580,1
500,500,0.200000,0.056617,1
500,500,0.200000,0.056931,1
500,500,0.200000,0.056942,1
500,500,0.200000,0.056957,1
500,500,0.200000,0.056366,1
500,500,0.200000,0.056486,1
500,500,0.200000,0.056554,1
500,500,0.200000,0.056674,1
600,600,0.200000,0.096012,0
600,600,0.200000,0.096894,0
600,600,0.200000,0.096736,0
600,600,0.200000,0.095516,0
600,600,0.200000,0.096465,0
600,600,0.200000,0.095498,0
600,600,0.200000,0.097140,0
600,600,0.200000,0.095953,0
600,600,0.200000,0.096134,0
600,600,0.200000,0.095850,0
600,600,0.200000,0.095490,0
600,600,0.200000,0.096072,0
600,600,0.200000,0.096530,0
600,600,0.200000,0.095807,0
600,600,0.200000,0.096113,0
600,600,0.200000,0.096260,0
600,600,0.200000,0.097857,0
600,600,0.200000,0.097926,0
600,600,0.200000,0.097630,0
600,600,0.200000,0.098164,0
600,600,0.200000,0.098023,0
600,600,0.200000,0.097709,0
600,600,0.200000,0.097748,0
600,600,0.200000,0.097667,0
600,600,0.200000,0.098227,0
600,600,0.200000,0.097889,0
600,600,0.200000,0.098065,0
600,600,0.200000,0.098907,0
600,600,0.200000,0.098360,0
600,600,0.200000,0.097943,0
700,700,0.200000,0.154559,0
700,700,0.200000,0.154992,0
700,700,0.200000,0.154272,0
700,700,0.200000,0.150598,0
700,700,0.200000,0.154421,0
700,700,0.200000,0.154190,0
700,700,0.200000,0.153626,0
700,700,0.200000,0.153898,0
700,700,0.200000,0.150415,0
700,700,0.200000,0.150453,0
700,700,0.200000,0.151128,0
700,700,0.200000,0.150769,0
700,700,0.200000,0.150413,0
700,700,0.200000,0.150453,0
700,700,0.200000,0.152061,0
700,700,0.200000,0.150988,0
700,700,0.200000,0.150318,0
700,700,0.200000,0.153808,0
700,700,0.200000,0.151426,0
700,700,0.200000,0.150603,0
700,700,0.200000,0.152549,0
700,700,0.200000,0.150298,0
700,700,0.200000,0.150823,0
700,700,0.200000,0.150503,0
700,700,0.200000,0.150786,0
700,700,0.200000,0.150516,0
700,700,0.200000,0.150764,0
700,700,0.200000,0.151651,0
700,700,0.200000,0.150771,0
700,700,0.200000,0.150575,0
800,800,0.200000,0.224516,0
800,800,0.200000,0.224453,0
800,800,0.200000,0.229471,0
800,800,0.200000,0.231211,0
800,800,0.200000,0.226871,0
800,800,0.200000,0.224813,0
800,800,0.200000,0.229075,0
800,800,0.200000,0.224778,0
800,800,0.200000,0.225060,0
800,800,0.200000,0.230531,0
800,800,0.200000,0.231109,0
800,800,0.200000,0.231214,0
800,800,0.200000,0.231777,0
800,800,0.200000,0.230414,0
800,800,0.200000,0.229919,0
800,800,0.200000,0.227953,0
800,800,0.200000,0.233483,0
800,800,0.200000,0.229491,0
800,800,0.200000,0.227775,0
800,800,0.200000,0.232335,0
800,800,0.200000,0.231708,0
800,800,0.200000,0.234985,0
800,800,0.200000,0.235183,0
800,800,0.200000,0.234007,0
800,800,0.200000,0.233762,0
800,800,0.200000,0.229069,0
800,800,0.200000,0.227938,0
800,800,0.200000,0.227531,0
800,800,0.200000,0.228474,0
800,800,0.200000,0.227000,0
900,900,0.200000,0.327400,1
900,900,0.200000,0.329461,1
900,900,0.200000,0.335792,1
900,900,0.200000,0.336494,1
900,900,0.200000,0.336776,1
900,900,0.200000,0.364676,1
900,900,0.200000,0.337330,1
900,900,0.200000,0.335534,1
900,900,0.200000,0.334310,1
900,900,0.200000,0.333535,1
900,900,0.200000,0.333262,1
900,900,0.200000,0.330543,1
900,900,0.200000,0.325352,1
900,900,0.200000,0.328555,1
900,900,0.200000,0.325909,1
900,900,0.200000,0.325709,1
900,900,0.200000,0.327693,1
900,900,0.200000,0.326181,1
900,900,0.200000,0.324931,1
900,900,0.200000,0.327726,1
900,900,0.200000,0.328895,1
900,900,0.200000,0.329320,1
900,900,0.200000,0.330945,1
900,900,0.200000,0.332527,1
900,900,0.200000,0.324202,1
900,900,0.200000,0.324306,1
900,900,0.200000,0.326195,1
900,900,0.200000,0.322223,1
900,900,0.200000,0.330440,1
900,900,0.200000,0.325047,1
1000,1000,0.200000,0.442113,0
1000,1000,0.200000,0.445420,0
1000,1000,0.200000,0.441783,0
1000,1000,0.200000,0.445313,0
1000,1000,0.200000,0.454295,0
1000,1000,0.200000,0.455966,0
1000,1000,0.200000,0.448134,0
1000,1000,0.200000,0.443014,0
1000,1000,0.200000,0.443539,0
1000,1000,0.200000,0.448641,0
1000,1000,0.200000,0.443932,0
1000,1000,0.200000,0.443379,0
1000,1000,0.200000,0.442730,0
1000,1000,0.200000,0.450670,0
1000,1000,0.200000,0.449929,0
1000,1000,0.200000,0.457947,0
1000,1000,0.200000,0.460429,0
1000,1000,0.200000,0.460051,0
1000,1000,0.200000,0.467453,0
1000,1000,0.200000,0.452988,0
1000,1000,0.200000,0.448916,0
1000,1000,0.200000,0.441368,0
1000,1000,0.200000,0.444271,0
1000,1000,0.200000,0.445461,0
