n,k,theta,tempo_esecuzione, result,check
512,512,0.900000,0.311651,1,1
512,512,0.900000,0.101644,1,1
512,512,0.900000,0.086759,1,1
512,512,0.900000,0.097835,1,1
512,512,0.900000,0.097360,1,1
512,512,0.900000,0.097120,1,1
512,512,0.900000,0.147964,1,1
512,512,0.900000,0.124524,1,1
512,512,0.900000,0.128843,1,1
512,512,0.900000,0.128940,1,1
1024,1024,0.900000,0.188622,0,1
1024,1024,0.900000,0.204506,0,1
1024,1024,0.900000,0.226086,0,1
1024,1024,0.900000,0.230378,0,1
1024,1024,0.900000,0.192873,0,1
1024,1024,0.900000,0.202124,0,1
1024,1024,0.900000,0.249857,0,1
1024,1024,0.900000,0.188385,0,1
1024,1024,0.900000,0.173913,0,1
1024,1024,0.900000,0.162405,0,1
1536,1536,0.900000,0.367701,1,1
1536,1536,0.900000,0.321340,1,1
1536,1536,0.900000,0.339953,1,1
1536,1536,0.900000,0.284722,1,1
1536,1536,0.900000,0.331847,1,1
1536,1536,0.900000,0.490619,1,1
1536,1536,0.900000,0.380849,1,1
1536,1536,0.900000,0.387660,1,1
1536,1536,0.900000,0.503348,1,1
1536,1536,0.900000,0.434109,1,1
2048,2048,0.900000,0.526177,0,1
2048,2048,0.900000,0.768673,0,1
2048,2048,0.900000,0.772506,0,1
2048,2048,0.900000,0.603611,0,1
2048,2048,0.900000,0.795387,0,1
2048,2048,0.900000,0.570920,0,1
2048,2048,0.900000,0.689071,0,1
2048,2048,0.900000,0.664020,0,1
2048,2048,0.900000,0.642222,0,1
2048,2048,0.900000,0.638882,0,1
2560,2560,0.900000,0.818200,1,1
2560,2560,0.900000,0.974381,1,1
2560,2560,0.900000,0.980429,1,1
2560,2560,0.900000,0.874899,1,1
2560,2560,0.900000,0.897732,1,1
2560,2560,0.900000,0.901432,1,1
2560,2560,0.900000,0.888313,1,1
2560,2560,0.900000,0.905111,1,1
2560,2560,0.900000,0.803938,1,1
2560,2560,0.900000,0.923473,1,1
3072,3072,0.900000,1.120860,1,1
3072,3072,0.900000,1.129922,1,1
3072,3072,0.900000,1.029133,1,1
3072,3072,0.900000,1.123942,1,1
3072,3072,0.900000,1.080402,1,1
3072,3072,0.900000,1.138201,1,1
3072,3072,0.900000,1.076047,1,1
3072,3072,0.900000,1.175276,1,1
3072,3072,0.900000,1.245633,1,1
3072,3072,0.900000,1.122499,1,1
3584,3584,0.900000,1.158630,1,1
3584,3584,0.900000,1.353078,1,1
3584,3584,0.900000,1.354940,1,1
3584,3584,0.900000,1.384897,1,1
3584,3584,0.900000,1.421662,1,1
3584,3584,0.900000,1.528026,1,1
3584,3584,0.900000,1.227409,1,1
3584,3584,0.900000,1.290767,1,1
3584,3584,0.900000,1.264160,1,1
3584,3584,0.900000,1.317054,1,1
4096,4096,0.900000,1.572900,0,1
4096,4096,0.900000,1.424805,0,1
4096,4096,0.900000,1.332372,0,1
4096,4096,0.900000,1.388579,0,1
4096,4096,0.900000,1.577683,0,1
4096,4096,0.900000,1.284964,0,1
4096,4096,0.900000,1.357786,0,1
4096,4096,0.900000,1.311537,0,1
4096,4096,0.900000,1.296161,0,1
4096,4096,0.900000,1.372029,0,1
4608,4608,0.900000,1.725395,0,1
4608,4608,0.900000,1.902381,0,1
4608,4608,0.900000,1.570662,0,1
4608,4608,0.900000,1.658028,0,1
4608,4608,0.900000,1.612335,0,1
4608,4608,0.900000,1.769391,0,1
4608,4608,0.900000,1.674826,0,1
4608,4608,0.900000,2.141831,0,1
4608,4608,0.900000,1.674980,0,1
4608,4608,0.900000,1.633534,0,1
5120,5120,0.900000,1.945884,0,1
5120,5120,0.900000,1.873533,0,1
5120,5120,0.900000,1.736868,0,1
5120,5120,0.900000,2.202901,0,1
5120,5120,0.900000,1.751603,0,1
5120,5120,0.900000,1.812166,0,1
5120,5120,0.900000,1.814644,0,1
5120,5120,0.900000,2.167262,0,1
5120,5120,0.900000,1.799358,0,1
5120,5120,0.900000,1.876292,0,1
5632,5632,0.900000,2.802420,1,1
5632,5632,0.900000,2.357740,1,1
5632,5632,0.900000,2.160211,1,1
5632,5632,0.900000,2.584845,1,1
5632,5632,0.900000,2.633040,1,1
5632,5632,0.900000,2.224365,1,1
5632,5632,0.900000,2.312893,1,1
5632,5632,0.900000,2.083017,1,1
5632,5632,0.900000,2.409139,1,1
5632,5632,0.900000,2.393500,1,1
6144,6144,0.900000,2.479151,0,1
6144,6144,0.900000,2.144262,0,1
6144,6144,0.900000,2.593234,0,1
6144,6144,0.900000,2.400719,0,1
6144,6144,0.900000,2.176341,0,1
6144,6144,0.900000,2.102971,0,1
6144,6144,0.900000,2.212283,0,1
6144,6144,0.900000,2.554475,0,1
6144,6144,0.900000,2.357073,0,1
6144,6144,0.900000,2.087102,0,1
6656,6656,0.900000,2.356629,0,1
6656,6656,0.900000,2.053870,0,1
6656,6656,0.900000,1.922872,0,1
6656,6656,0.900000,2.365816,0,1
6656,6656,0.900000,2.386199,0,1
6656,6656,0.900000,2.132077,0,1
6656,6656,0.900000,2.374675,0,1
6656,6656,0.900000,2.375440,0,1
6656,6656,0.900000,2.310492,0,1
6656,6656,0.900000,2.152232,0,1
7168,7168,0.900000,2.653959,1,1
7168,7168,0.900000,2.708384,1,1
7168,7168,0.900000,3.300696,1,1
7168,7168,0.900000,3.055919,1,1
7168,7168,0.900000,3.549227,1,1
7168,7168,0.900000,2.876982,1,1
7168,7168,0.900000,3.116650,1,1
7168,7168,0.900000,2.772738,1,1
7168,7168,0.900000,3.343852,1,1
7168,7168,0.900000,3.314411,1,1
7680,7680,0.900000,2.910339,0,1
7680,7680,0.900000,2.566399,0,1
7680,7680,0.900000,2.462234,0,1
7680,7680,0.900000,2.367119,0,1
7680,7680,0.900000,3.155556,0,1
7680,7680,0.900000,2.581117,0,1
7680,7680,0.900000,2.760222,0,1
7680,7680,0.900000,2.072661,0,1
7680,7680,0.900000,2.849904,0,1
7680,7680,0.900000,2.697260,0,1
8192,8192,0.900000,3.102468,1,1
8192,8192,0.900000,3.611714,1,1
8192,8192,0.900000,3.577026,1,1
8192,8192,0.900000,3.642687,1,1
8192,8192,0.900000,3.019591,1,1
8192,8192,0.900000,3.426606,1,1
8192,8192,0.900000,3.071245,1,1
8192,8192,0.900000,3.302668,1,1
8192,8192,0.900000,3.724334,1,1
8192,8192,0.900000,3.631016,1,1
8704,8704,0.900000,3.037584,0,1
8704,8704,0.900000,3.024549,0,1
8704,8704,0.900000,2.990154,0,1
8704,8704,0.900000,2.798941,0,1
8704,8704,0.900000,3.124777,0,1
8704,8704,0.900000,2.984457,0,1
8704,8704,0.900000,2.839439,0,1
8704,8704,0.900000,3.048307,0,1
8704,8704,0.900000,3.061949,0,1
8704,8704,0.900000,3.159006,0,1
9216,9216,0.900000,3.418233,0,1
9216,9216,0.900000,3.094062,0,1
9216,9216,0.900000,3.435579,0,1
9216,9216,0.900000,3.024696,0,1
9216,9216,0.900000,3.439126,0,1
9216,9216,0.900000,3.184656,0,1
9216,9216,0.900000,3.187843,0,1
9216,9216,0.900000,3.082037,0,1
9216,9216,0.900000,2.991682,0,1
9216,9216,0.900000,2.887426,0,1
9728,9728,0.900000,3.958603,1,1
9728,9728,0.900000,4.093417,1,1
9728,9728,0.900000,3.987009,1,1
9728,9728,0.900000,3.863148,1,1
9728,9728,0.900000,4.896391,1,1
9728,9728,0.900000,3.815826,1,1
9728,9728,0.900000,3.919650,1,1
9728,9728,0.900000,4.060641,1,1
9728,9728,0.900000,4.280824,1,1
9728,9728,0.900000,4.113840,1,1
10240,10240,0.900000,4.195972,1,1
10240,10240,0.900000,4.441838,1,1
10240,10240,0.900000,4.536221,1,1
10240,10240,0.900000,4.652817,1,1
10240,10240,0.900000,4.272174,1,1
10240,10240,0.900000,4.681796,1,1
10240,10240,0.900000,4.535863,1,1
10240,10240,0.900000,4.734996,1,1
10240,10240,0.900000,4.348873,1,1
10240,10240,0.900000,4.146124,1,1
10752,10752,0.900000,4.513274,1,1
10752,10752,0.900000,4.897923,1,1
10752,10752,0.900000,4.657293,1,1
10752,10752,0.900000,4.687685,1,1
10752,10752,0.900000,4.472432,1,1
10752,10752,0.900000,4.729965,1,1
10752,10752,0.900000,4.885265,1,1
10752,10752,0.900000,4.624192,1,1
10752,10752,0.900000,4.934632,1,1
10752,10752,0.900000,4.639951,1,1
11264,11264,0.900000,3.562769,0,1
11264,11264,0.900000,3.956212,0,1
11264,11264,0.900000,4.099400,0,1
11264,11264,0.900000,4.174124,0,1
11264,11264,0.900000,3.817263,0,1
11264,11264,0.900000,4.137584,0,1
11264,11264,0.900000,3.998406,0,1
11264,11264,0.900000,4.392566,0,1
11264,11264,0.900000,3.576671,0,1
11264,11264,0.900000,3.963425,0,1
11776,11776,0.900000,4.494725,0,1
11776,11776,0.900000,4.392186,0,1
11776,11776,0.900000,3.819319,0,1
11776,11776,0.900000,3.941651,0,1
11776,11776,0.900000,4.396710,0,1
11776,11776,0.900000,4.114985,0,1
11776,11776,0.900000,4.068974,0,1
11776,11776,0.900000,4.180221,0,1
11776,11776,0.900000,4.234125,0,1
11776,11776,0.900000,4.229332,0,1
12288,12288,0.900000,4.094442,0,1
12288,12288,0.900000,4.381786,0,1
12288,12288,0.900000,4.396752,0,1
12288,12288,0.900000,4.509383,0,1
12288,12288,0.900000,4.225059,0,1
12288,12288,0.900000,4.176414,0,1
12288,12288,0.900000,4.431234,0,1
12288,12288,0.900000,4.138583,0,1
12288,12288,0.900000,4.496429,0,1
12288,12288,0.900000,3.906931,0,1
12800,12800,0.900000,5.422526,1,1
12800,12800,0.900000,4.791287,1,1
12800,12800,0.900000,5.979932,1,1
12800,12800,0.900000,5.200167,1,1
12800,12800,0.900000,6.388459,1,1
12800,12800,0.900000,5.736119,1,1
12800,12800,0.900000,5.563567,1,1
12800,12800,0.900000,5.845265,1,1
12800,12800,0.900000,5.744721,1,1
12800,12800,0.900000,5.305008,1,1
13312,13312,0.900000,5.343997,1,1
13312,13312,0.900000,5.998697,1,1
13312,13312,0.900000,5.326562,1,1
13312,13312,0.900000,6.200422,1,1
13312,13312,0.900000,5.245445,1,1
13312,13312,0.900000,6.326742,1,1
13312,13312,0.900000,5.836606,1,1
13312,13312,0.900000,6.248378,1,1
13312,13312,0.900000,6.066252,1,1
13312,13312,0.900000,5.603107,1,1
13824,13824,0.900000,5.976868,1,1
13824,13824,0.900000,6.802645,1,1
13824,13824,0.900000,5.961074,1,1
13824,13824,0.900000,5.624494,1,1
13824,13824,0.900000,6.450136,1,1
13824,13824,0.900000,6.422711,1,1
13824,13824,0.900000,6.200246,1,1
13824,13824,0.900000,5.654411,1,1
13824,13824,0.900000,6.934572,1,1
13824,13824,0.900000,5.623368,1,1
