n,k,theta,tempo_esecuzione, result
512,512,0.900000,0.178560,1
512,512,0.900000,0.050222,1
512,512,0.900000,0.049505,1
512,512,0.900000,0.048625,1
512,512,0.900000,0.066943,1
512,512,0.900000,0.053379,1
512,512,0.900000,0.052460,1
512,512,0.900000,0.073511,1
512,512,0.900000,0.049883,1
512,512,0.900000,0.048326,1
1024,1024,0.900000,0.104622,0
1024,1024,0.900000,0.093438,0
1024,1024,0.900000,0.102849,0
1024,1024,0.900000,0.103058,0
1024,1024,0.900000,0.122953,0
1024,1024,0.900000,0.100557,0
1024,1024,0.900000,0.101332,0
1024,1024,0.900000,0.132886,0
1024,1024,0.900000,0.097483,0
1024,1024,0.900000,0.099240,0
1536,1536,0.900000,0.152034,1
1536,1536,0.900000,0.158500,1
1536,1536,0.900000,0.171811,1
1536,1536,0.900000,0.153684,1
1536,1536,0.900000,0.178145,1
1536,1536,0.900000,0.184544,1
1536,1536,0.900000,0.180902,1
1536,1536,0.900000,0.154037,1
1536,1536,0.900000,0.152811,1
1536,1536,0.900000,0.154206,1
2048,2048,0.900000,0.228412,0
2048,2048,0.900000,0.215365,0
2048,2048,0.900000,0.193894,0
2048,2048,0.900000,0.196395,0
2048,2048,0.900000,0.208831,0
2048,2048,0.900000,0.223520,0
2048,2048,0.900000,0.198066,0
2048,2048,0.900000,0.195935,0
2048,2048,0.900000,0.196823,0
2048,2048,0.900000,0.300314,0
2560,2560,0.900000,0.466193,1
2560,2560,0.900000,0.465354,1
2560,2560,0.900000,0.462869,1
2560,2560,0.900000,0.491903,1
2560,2560,0.900000,0.480796,1
2560,2560,0.900000,0.497317,1
2560,2560,0.900000,0.476196,1
2560,2560,0.900000,0.471773,1
2560,2560,0.900000,0.469897,1
2560,2560,0.900000,0.458331,1
