n,k,theta,tempo_esecuzione, result
512,512,0.500000,0.081825,0
512,512,0.500000,0.083918,0
512,512,0.500000,0.092969,0
512,512,0.500000,0.082357,0
512,512,0.500000,0.095627,0
512,512,0.500000,0.083004,0
512,512,0.500000,0.097170,0
512,512,0.500000,0.101957,0
512,512,0.500000,0.090845,0
512,512,0.500000,0.082138,0
1024,1024,0.500000,0.695870,0
1024,1024,0.500000,0.743357,0
1024,1024,0.500000,0.726629,0
1024,1024,0.500000,0.669904,0
1024,1024,0.500000,0.587326,0
1024,1024,0.500000,0.675017,0
1024,1024,0.500000,0.683933,0
1024,1024,0.500000,0.634738,0
1024,1024,0.500000,0.575026,0
1024,1024,0.500000,0.528644,0
1536,1536,0.500000,2.142723,0
1536,1536,0.500000,2.068821,0
1536,1536,0.500000,2.036749,0
1536,1536,0.500000,1.990079,0
1536,1536,0.500000,1.870056,0
1536,1536,0.500000,1.976242,0
1536,1536,0.500000,2.128320,0
1536,1536,0.500000,2.196524,0
1536,1536,0.500000,1.979978,0
1536,1536,0.500000,1.937663,0
2048,2048,0.500000,4.851177,0
2048,2048,0.500000,4.804801,0
2048,2048,0.500000,4.784916,0
2048,2048,0.500000,4.362657,0
2048,2048,0.500000,4.752497,0
2048,2048,0.500000,4.589283,0
2048,2048,0.500000,4.661296,0
2048,2048,0.500000,4.724484,0
2048,2048,0.500000,4.830974,0
2048,2048,0.500000,5.028138,0
2560,2560,0.500000,8.952190,0
2560,2560,0.500000,9.511865,0
2560,2560,0.500000,9.344554,0
2560,2560,0.500000,9.269826,0
2560,2560,0.500000,9.129879,0
2560,2560,0.500000,9.743080,0
2560,2560,0.500000,9.183204,0
2560,2560,0.500000,8.954215,0
2560,2560,0.500000,8.414942,0
2560,2560,0.500000,9.236118,0
3072,3072,0.500000,15.715054,0
3072,3072,0.500000,16.619380,0
3072,3072,0.500000,15.637241,0
3072,3072,0.500000,16.511734,0
3072,3072,0.500000,16.318083,0
3072,3072,0.500000,16.185913,0
3072,3072,0.500000,15.307276,0
3072,3072,0.500000,15.969426,0
3072,3072,0.500000,16.106561,0
3072,3072,0.500000,16.242557,0
3584,3584,0.500000,25.541323,1
3584,3584,0.500000,25.700961,1
3584,3584,0.500000,26.067375,1
3584,3584,0.500000,24.692403,1
3584,3584,0.500000,26.422154,1
3584,3584,0.500000,24.707859,1
3584,3584,0.500000,24.492876,1
3584,3584,0.500000,25.226128,1
3584,3584,0.500000,24.092166,1
3584,3584,0.500000,24.199077,1
4096,4096,0.500000,36.717017,0
4096,4096,0.500000,35.358008,0
4096,4096,0.500000,36.994152,0
4096,4096,0.500000,36.803633,0
4096,4096,0.500000,36.325978,0
4096,4096,0.500000,35.744406,0
4096,4096,0.500000,37.291338,0
4096,4096,0.500000,35.521410,0
4096,4096,0.500000,37.298692,0
4096,4096,0.500000,37.173629,0
4608,4608,0.500000,51.187243,0
4608,4608,0.500000,51.947130,0
4608,4608,0.500000,52.856235,0
4608,4608,0.500000,52.859120,0
4608,4608,0.500000,52.360341,0
4608,4608,0.500000,52.042782,0
4608,4608,0.500000,50.841641,0
4608,4608,0.500000,51.761011,0
4608,4608,0.500000,51.808269,0
4608,4608,0.500000,51.776586,0
5120,5120,0.500000,70.600614,0
5120,5120,0.500000,70.204859,0
5120,5120,0.500000,72.404485,0
5120,5120,0.500000,72.682835,0
5120,5120,0.500000,72.596288,0
5120,5120,0.500000,70.673149,0
5120,5120,0.500000,72.464686,0
5120,5120,0.500000,72.329758,0
5120,5120,0.500000,71.212662,0
5120,5120,0.500000,72.651490,0
5632,5632,0.500000,95.247773,1
5632,5632,0.500000,94.932057,1
5632,5632,0.500000,95.302355,1
5632,5632,0.500000,94.444701,1
5632,5632,0.500000,94.832036,1
5632,5632,0.500000,93.619083,1
5632,5632,0.500000,94.955648,1
5632,5632,0.500000,94.730060,1
5632,5632,0.500000,94.240819,1
5632,5632,0.500000,92.435257,1
6144,6144,0.500000,122.549587,0
6144,6144,0.500000,119.632369,0
6144,6144,0.500000,124.090260,0
6144,6144,0.500000,122.253118,0
6144,6144,0.500000,121.721620,0
6144,6144,0.500000,122.571674,0
6144,6144,0.500000,122.801258,0
6144,6144,0.500000,120.060126,0
6144,6144,0.500000,122.056836,0
6144,6144,0.500000,121.304100,0
6656,6656,0.500000,154.731237,0
6656,6656,0.500000,154.328922,0
6656,6656,0.500000,152.621373,0
6656,6656,0.500000,153.875193,0
6656,6656,0.500000,153.671052,0
6656,6656,0.500000,156.012640,0
6656,6656,0.500000,152.692927,0
6656,6656,0.500000,152.667588,0
6656,6656,0.500000,154.621404,0
6656,6656,0.500000,153.887466,0
7168,7168,0.500000,195.748615,1
7168,7168,0.500000,192.707124,1
7168,7168,0.500000,191.468454,1
7168,7168,0.500000,192.730711,1
7168,7168,0.500000,196.552817,1
7168,7168,0.500000,196.094394,1
7168,7168,0.500000,199.102341,1
7168,7168,0.500000,194.270448,1
7168,7168,0.500000,190.009769,1
7168,7168,0.500000,191.382676,1
7680,7680,0.500000,232.283371,1
7680,7680,0.500000,230.024683,1
7680,7680,0.500000,228.122097,1
7680,7680,0.500000,228.930841,1
7680,7680,0.500000,231.222917,1
7680,7680,0.500000,230.467101,1
7680,7680,0.500000,229.198359,1
