n,k,theta,tempo_esecuzione, result
100,100,0.100000,0.180738,0
100,100,0.100000,0.006777,0
100,100,0.100000,0.007696,0
100,100,0.100000,0.008036,0
100,100,0.100000,0.007234,0
100,100,0.100000,0.007569,0
100,100,0.100000,0.007221,0
100,100,0.100000,0.007974,0
100,100,0.100000,0.007838,0
100,100,0.100000,0.007425,0
100,100,0.100000,0.007491,0
100,100,0.100000,0.007065,0
100,100,0.100000,0.007307,0
100,100,0.100000,0.007240,0
100,100,0.100000,0.006946,0
100,100,0.100000,0.007878,0
100,100,0.100000,0.007150,0
100,100,0.100000,0.019026,0
100,100,0.100000,0.007509,0
100,100,0.100000,0.007400,0
100,100,0.100000,0.007574,0
100,100,0.100000,0.007267,0
100,100,0.100000,0.007496,0
100,100,0.100000,0.006865,0
100,100,0.100000,0.007245,0
100,100,0.100000,0.006678,0
100,100,0.100000,0.007215,0
100,100,0.100000,0.007270,0
100,100,0.100000,0.007156,0
100,100,0.100000,0.008542,0
200,200,0.100000,0.037943,0
200,200,0.100000,0.014295,0
200,200,0.100000,0.014575,0
200,200,0.100000,0.033166,0
200,200,0.100000,0.015014,0
200,200,0.100000,0.014332,0
200,200,0.100000,0.014428,0
200,200,0.100000,0.014420,0
200,200,0.100000,0.014323,0
200,200,0.100000,0.015860,0
200,200,0.100000,0.015774,0
200,200,0.100000,0.014363,0
200,200,0.100000,0.013680,0
200,200,0.100000,0.013755,0
200,200,0.100000,0.014045,0
200,200,0.100000,0.014023,0
200,200,0.100000,0.015717,0
200,200,0.100000,0.015009,0
200,200,0.100000,0.014853,0
200,200,0.100000,0.014659,0
200,200,0.100000,0.014785,0
200,200,0.100000,0.014946,0
200,200,0.100000,0.015799,0
200,200,0.100000,0.014503,0
200,200,0.100000,0.015460,0
200,200,0.100000,0.016116,0
200,200,0.100000,0.014931,0
200,200,0.100000,0.015242,0
200,200,0.100000,0.014673,0
200,200,0.100000,0.014785,0
300,300,0.100000,0.022527,0
300,300,0.100000,0.024051,0
300,300,0.100000,0.023737,0
300,300,0.100000,0.022020,0
300,300,0.100000,0.022575,0
300,300,0.100000,0.021946,0
300,300,0.100000,0.022555,0
300,300,0.100000,0.035477,0
300,300,0.100000,0.024478,0
300,300,0.100000,0.022689,0
300,300,0.100000,0.022503,0
300,300,0.100000,0.023871,0
300,300,0.100000,0.025612,0
300,300,0.100000,0.023775,0
300,300,0.100000,0.023271,0
300,300,0.100000,0.023002,0
300,300,0.100000,0.022361,0
300,300,0.100000,0.022778,0
