n,k,theta,tempo_esecuzione, result
512,512,0.300000,0.058833,1
512,512,0.300000,0.058211,1
512,512,0.300000,0.058377,1
512,512,0.300000,0.058144,1
512,512,0.300000,0.058617,1
512,512,0.300000,0.058509,1
512,512,0.300000,0.058388,1
512,512,0.300000,0.058671,1
512,512,0.300000,0.058353,1
512,512,0.300000,0.058234,1
1024,1024,0.300000,0.457253,1
1024,1024,0.300000,0.464462,1
1024,1024,0.300000,0.458935,1
1024,1024,0.300000,0.456823,1
1024,1024,0.300000,0.456326,1
1024,1024,0.300000,0.455590,1
1024,1024,0.300000,0.455600,1
1024,1024,0.300000,0.457115,1
1024,1024,0.300000,0.457032,1
1024,1024,0.300000,0.461530,1
1536,1536,0.300000,1.544334,1
1536,1536,0.300000,1.545496,1
1536,1536,0.300000,1.540105,1
1536,1536,0.300000,1.542158,1
1536,1536,0.300000,1.551691,1
1536,1536,0.300000,1.586552,1
1536,1536,0.300000,1.609233,1
1536,1536,0.300000,1.565708,1
1536,1536,0.300000,1.567806,1
1536,1536,0.300000,1.561620,1
2048,2048,0.300000,3.673463,1
2048,2048,0.300000,3.661457,1
2048,2048,0.300000,3.680886,1
2048,2048,0.300000,3.709038,1
2048,2048,0.300000,3.743706,1
2048,2048,0.300000,3.839543,1
2048,2048,0.300000,3.946783,1
2048,2048,0.300000,3.804893,1
2048,2048,0.300000,3.730283,1
2048,2048,0.300000,3.686445,1
2560,2560,0.300000,7.209546,0
2560,2560,0.300000,7.207137,0
2560,2560,0.300000,7.071435,0
2560,2560,0.300000,7.055732,0
2560,2560,0.300000,7.158486,0
2560,2560,0.300000,7.162254,0
2560,2560,0.300000,7.109808,0
2560,2560,0.300000,7.165711,0
2560,2560,0.300000,7.574697,0
2560,2560,0.300000,7.431628,0
