n,k,theta,tempo_esecuzione, result
512,512,0.500000,0.081660,0
512,512,0.500000,0.081762,0
512,512,0.500000,0.081847,0
512,512,0.500000,0.072485,0
512,512,0.500000,0.062738,0
512,512,0.500000,0.096441,0
512,512,0.500000,0.082091,0
512,512,0.500000,0.110825,0
512,512,0.500000,0.104638,0
512,512,0.500000,0.083513,0
1024,1024,0.500000,0.559246,0
1024,1024,0.500000,0.681777,0
1024,1024,0.500000,0.733411,0
1024,1024,0.500000,0.577589,0
1024,1024,0.500000,0.620975,0
1024,1024,0.500000,0.498529,0
1024,1024,0.500000,0.507351,0
1024,1024,0.500000,0.608152,0
1024,1024,0.500000,0.534769,0
1024,1024,0.500000,0.653306,0
1536,1536,0.500000,2.125741,0
1536,1536,0.500000,2.180740,0
1536,1536,0.500000,2.090472,0
1536,1536,0.500000,2.277820,0
1536,1536,0.500000,1.976087,0
1536,1536,0.500000,2.207447,0
1536,1536,0.500000,1.910886,0
1536,1536,0.500000,2.094183,0
1536,1536,0.500000,2.061357,0
1536,1536,0.500000,1.850210,0
2048,2048,0.500000,4.499519,0
2048,2048,0.500000,4.336054,0
2048,2048,0.500000,4.461989,0
2048,2048,0.500000,4.766033,0
2048,2048,0.500000,4.424181,0
2048,2048,0.500000,4.228449,0
2048,2048,0.500000,4.093717,0
2048,2048,0.500000,4.909826,0
2048,2048,0.500000,4.607796,0
2048,2048,0.500000,4.161819,0
2560,2560,0.500000,8.194904,0
2560,2560,0.500000,8.381336,0
2560,2560,0.500000,8.511701,0
2560,2560,0.500000,8.424427,0
2560,2560,0.500000,8.326182,0
2560,2560,0.500000,8.221844,0
2560,2560,0.500000,8.186763,0
2560,2560,0.500000,8.935378,0
2560,2560,0.500000,9.110850,0
2560,2560,0.500000,8.189930,0
3072,3072,0.500000,15.118841,0
3072,3072,0.500000,14.625534,0
3072,3072,0.500000,14.396130,0
3072,3072,0.500000,14.434156,0
3072,3072,0.500000,15.472240,0
3072,3072,0.500000,15.050908,0
3072,3072,0.500000,14.450231,0
3072,3072,0.500000,14.050792,0
3072,3072,0.500000,14.354492,0
3072,3072,0.500000,15.219490,0
3584,3584,0.500000,22.830585,1
3584,3584,0.500000,23.017885,1
3584,3584,0.500000,22.637596,1
3584,3584,0.500000,22.834511,1
3584,3584,0.500000,24.216794,1
3584,3584,0.500000,23.613854,1
3584,3584,0.500000,23.248185,1
3584,3584,0.500000,27.521118,1
3584,3584,0.500000,27.064446,1
3584,3584,0.500000,26.145065,1
4096,4096,0.500000,37.676570,0
4096,4096,0.500000,35.557133,0
4096,4096,0.500000,35.441499,0
4096,4096,0.500000,33.822877,0
4096,4096,0.500000,33.820608,0
4096,4096,0.500000,34.020881,0
4096,4096,0.500000,34.021942,0
4096,4096,0.500000,34.100875,0
4096,4096,0.500000,33.865723,0
4096,4096,0.500000,33.600412,0
4608,4608,0.500000,48.600147,0
4608,4608,0.500000,49.103470,0
4608,4608,0.500000,48.429609,0
4608,4608,0.500000,47.066835,0
4608,4608,0.500000,47.963886,0
4608,4608,0.500000,48.444141,0
4608,4608,0.500000,48.461723,0
4608,4608,0.500000,48.889229,0
4608,4608,0.500000,48.780631,0
4608,4608,0.500000,47.597535,0
5120,5120,0.500000,66.291166,0
5120,5120,0.500000,66.376666,0
5120,5120,0.500000,65.970645,0
5120,5120,0.500000,67.422931,0
5120,5120,0.500000,67.448764,0
5120,5120,0.500000,67.402266,0
5120,5120,0.500000,68.529146,0
5120,5120,0.500000,65.656990,0
5120,5120,0.500000,65.532490,0
5120,5120,0.500000,65.518098,0
5632,5632,0.500000,86.801165,1
5632,5632,0.500000,87.350807,1
5632,5632,0.500000,88.767056,1
5632,5632,0.500000,87.880772,1
5632,5632,0.500000,87.998115,1
5632,5632,0.500000,86.668648,1
5632,5632,0.500000,87.843206,1
5632,5632,0.500000,87.807943,1
5632,5632,0.500000,87.710971,1
5632,5632,0.500000,86.217385,1
6144,6144,0.500000,113.670407,0
6144,6144,0.500000,111.112485,0
6144,6144,0.500000,113.372370,0
6144,6144,0.500000,111.348967,0
6144,6144,0.500000,113.241851,0
6144,6144,0.500000,112.061224,0
6144,6144,0.500000,112.851983,0
6144,6144,0.500000,112.434866,0
6144,6144,0.500000,112.663253,0
6144,6144,0.500000,111.530233,0
6656,6656,0.500000,143.312456,0
6656,6656,0.500000,143.564030,0
6656,6656,0.500000,142.798982,0
6656,6656,0.500000,141.819829,0
6656,6656,0.500000,144.685301,0
6656,6656,0.500000,143.622606,0
6656,6656,0.500000,145.497471,0
6656,6656,0.500000,145.991321,0
6656,6656,0.500000,145.973189,0
6656,6656,0.500000,143.628814,0
7168,7168,0.500000,180.156953,1
7168,7168,0.500000,178.463753,1
7168,7168,0.500000,180.908750,1
7168,7168,0.500000,179.205420,1
7168,7168,0.500000,181.059948,1
7168,7168,0.500000,181.531285,1
7168,7168,0.500000,181.368203,1
7168,7168,0.500000,183.074512,1
7168,7168,0.500000,184.447672,1
7168,7168,0.500000,182.968056,1
7680,7680,0.500000,226.540749,1
7680,7680,0.500000,224.829837,1
7680,7680,0.500000,224.224264,1
7680,7680,0.500000,224.110654,1
7680,7680,0.500000,225.961484,1
7680,7680,0.500000,223.234479,1
7680,7680,0.500000,224.624010,1
7680,7680,0.500000,224.061232,1
7680,7680,0.500000,224.792864,1
7680,7680,0.500000,223.276680,1
8192,8192,0.500000,265.613335,1
8192,8192,0.500000,273.065526,1
8192,8192,0.500000,271.404802,1
8192,8192,0.500000,269.460104,1
8192,8192,0.500000,274.908965,1
8192,8192,0.500000,273.310220,1
8192,8192,0.500000,278.139295,1
8192,8192,0.500000,272.144606,1
8192,8192,0.500000,277.069113,1
8192,8192,0.500000,272.594179,1
8704,8704,0.500000,325.389879,1
8704,8704,0.500000,325.316761,1
8704,8704,0.500000,325.324927,1
8704,8704,0.500000,325.935599,1
8704,8704,0.500000,324.984590,1
8704,8704,0.500000,329.956339,1
8704,8704,0.500000,323.953682,1
8704,8704,0.500000,325.200921,1
8704,8704,0.500000,327.526711,1
8704,8704,0.500000,326.761553,1
9216,9216,0.500000,386.855508,0
9216,9216,0.500000,383.091818,0
