n,k,theta,tempo_esecuzione, result
512,512,0.300000,0.152021,1
512,512,0.300000,0.051657,1
512,512,0.300000,0.037247,1
512,512,0.300000,0.101558,1
512,512,0.300000,0.038217,1
512,512,0.300000,0.045571,1
512,512,0.300000,0.039840,1
512,512,0.300000,0.039344,1
512,512,0.300000,0.101560,1
512,512,0.300000,0.037688,1
1024,1024,0.300000,0.272647,1
1024,1024,0.300000,0.144077,1
1024,1024,0.300000,0.142263,1
1024,1024,0.300000,0.154661,1
1024,1024,0.300000,0.142702,1
1024,1024,0.300000,0.141126,1
1024,1024,0.300000,0.141426,1
1024,1024,0.300000,0.138729,1
1024,1024,0.300000,0.139075,1
1024,1024,0.300000,0.149672,1
1536,1536,0.300000,0.316769,1
1536,1536,0.300000,0.387215,1
1536,1536,0.300000,0.319523,1
1536,1536,0.300000,0.301472,1
1536,1536,0.300000,0.304516,1
1536,1536,0.300000,0.301115,1
1536,1536,0.300000,0.304354,1
1536,1536,0.300000,0.328981,1
1536,1536,0.300000,0.311690,1
1536,1536,0.300000,0.303775,1
2048,2048,0.300000,0.583762,1
2048,2048,0.300000,0.854327,1
2048,2048,0.300000,0.894203,1
2048,2048,0.300000,0.655426,1
2048,2048,0.300000,0.601288,1
2048,2048,0.300000,0.855129,1
2048,2048,0.300000,0.863886,1
2048,2048,0.300000,0.666690,1
2048,2048,0.300000,0.855223,1
2048,2048,0.300000,0.619071,1
2560,2560,0.300000,1.014591,0
2560,2560,0.300000,1.011714,0
2560,2560,0.300000,1.025822,0
2560,2560,0.300000,1.027635,0
2560,2560,0.300000,1.017979,0
2560,2560,0.300000,1.179889,0
2560,2560,0.300000,1.006836,0
2560,2560,0.300000,1.154159,0
2560,2560,0.300000,1.011327,0
2560,2560,0.300000,1.061154,0
