n,k,theta,tempo_esecuzione, result
512,512,0.100000,0.263319,1
512,512,0.100000,0.051291,1
512,512,0.100000,0.051519,1
512,512,0.100000,0.047609,1
512,512,0.100000,0.040346,1
512,512,0.100000,0.039268,1
512,512,0.100000,0.039111,1
512,512,0.100000,0.039166,1
512,512,0.100000,0.039117,1
512,512,0.100000,0.039344,1
1024,1024,0.100000,0.074558,0
1024,1024,0.100000,0.074502,0
1024,1024,0.100000,0.074408,0
1024,1024,0.100000,0.074343,0
1024,1024,0.100000,0.074348,0
1024,1024,0.100000,0.074059,0
1024,1024,0.100000,0.073632,0
1024,1024,0.100000,0.073569,0
1024,1024,0.100000,0.073623,0
1024,1024,0.100000,0.073656,0
1536,1536,0.100000,0.123556,1
1536,1536,0.100000,0.123372,1
1536,1536,0.100000,0.123459,1
1536,1536,0.100000,0.123973,1
1536,1536,0.100000,0.123007,1
1536,1536,0.100000,0.123444,1
1536,1536,0.100000,0.123539,1
1536,1536,0.100000,0.123700,1
1536,1536,0.100000,0.124154,1
1536,1536,0.100000,0.123946,1
2048,2048,0.100000,0.147100,0
2048,2048,0.100000,0.146974,0
2048,2048,0.100000,0.146823,0
2048,2048,0.100000,0.147136,0
2048,2048,0.100000,0.147387,0
2048,2048,0.100000,0.147349,0
2048,2048,0.100000,0.147377,0
2048,2048,0.100000,0.146974,0
2048,2048,0.100000,0.147516,0
2048,2048,0.100000,0.147203,0
2560,2560,0.100000,0.184913,0
2560,2560,0.100000,0.185559,0
2560,2560,0.100000,0.185290,0
2560,2560,0.100000,0.184779,0
2560,2560,0.100000,0.184878,0
2560,2560,0.100000,0.184655,0
2560,2560,0.100000,0.184819,0
2560,2560,0.100000,0.184757,0
2560,2560,0.100000,0.185103,0
2560,2560,0.100000,0.184980,0
3072,3072,0.100000,0.221371,0
3072,3072,0.100000,0.221297,0
3072,3072,0.100000,0.222092,0
3072,3072,0.100000,0.221512,0
3072,3072,0.100000,0.221745,0
3072,3072,0.100000,0.221243,0
3072,3072,0.100000,0.221383,0
3072,3072,0.100000,0.220976,0
3072,3072,0.100000,0.221947,0
3072,3072,0.100000,0.221487,0
3584,3584,0.100000,0.260129,0
3584,3584,0.100000,0.259755,0
3584,3584,0.100000,0.259352,0
3584,3584,0.100000,0.259443,0
3584,3584,0.100000,0.260300,0
3584,3584,0.100000,0.259838,0
3584,3584,0.100000,0.259766,0
3584,3584,0.100000,0.260156,0
3584,3584,0.100000,0.259755,0
3584,3584,0.100000,0.260256,0
4096,4096,0.100000,0.301614,0
4096,4096,0.100000,0.301457,0
4096,4096,0.100000,0.300853,0
4096,4096,0.100000,0.300429,0
4096,4096,0.100000,0.301011,0
4096,4096,0.100000,0.300659,0
4096,4096,0.100000,0.301189,0
4096,4096,0.100000,0.301397,0
4096,4096,0.100000,0.300276,0
4096,4096,0.100000,0.300843,0
4608,4608,0.100000,0.343199,0
4608,4608,0.100000,0.341983,0
4608,4608,0.100000,0.342186,0
4608,4608,0.100000,0.344100,0
4608,4608,0.100000,0.343318,0
4608,4608,0.100000,0.342291,0
4608,4608,0.100000,0.342764,0
4608,4608,0.100000,0.341990,0
4608,4608,0.100000,0.342890,0
4608,4608,0.100000,0.341710,0
5120,5120,0.100000,0.391246,0
5120,5120,0.100000,0.390748,0
5120,5120,0.100000,0.391617,0
5120,5120,0.100000,0.390443,0
5120,5120,0.100000,0.391843,0
5120,5120,0.100000,0.390841,0
5120,5120,0.100000,0.392356,0
5120,5120,0.100000,0.390348,0
5120,5120,0.100000,0.391931,0
5120,5120,0.100000,0.390475,0
