n,k,theta,tempo_esecuzione, result,check
512,512,0.700000,0.383396,0,1
512,512,0.700000,0.166260,0,1
512,512,0.700000,0.059251,0,1
512,512,0.700000,0.056829,0,1
512,512,0.700000,0.058840,0,1
512,512,0.700000,0.058019,0,1
512,512,0.700000,0.055125,0,1
512,512,0.700000,0.059860,0,1
512,512,0.700000,0.057296,0,1
512,512,0.700000,0.055378,0,1
1024,1024,0.700000,0.220404,0,1
1024,1024,0.700000,0.118083,0,1
1024,1024,0.700000,0.144786,0,1
1024,1024,0.700000,0.349333,0,1
1024,1024,0.700000,0.305612,0,1
1024,1024,0.700000,0.122022,0,1
1024,1024,0.700000,0.123129,0,1
1024,1024,0.700000,0.336922,0,1
1024,1024,0.700000,0.279290,0,1
1024,1024,0.700000,0.122735,0,1
1536,1536,0.700000,0.206634,0,1
1536,1536,0.700000,0.211234,0,1
1536,1536,0.700000,0.467035,0,1
1536,1536,0.700000,0.199502,0,1
1536,1536,0.700000,0.398894,0,1
1536,1536,0.700000,0.199956,0,1
1536,1536,0.700000,0.194544,0,1
1536,1536,0.700000,0.201150,0,1
1536,1536,0.700000,0.540698,0,1
1536,1536,0.700000,0.205168,0,1
2048,2048,0.700000,0.754727,1,1
2048,2048,0.700000,0.753179,1,1
2048,2048,0.700000,0.309711,1,1
2048,2048,0.700000,0.308239,1,1
2048,2048,0.700000,0.315932,1,1
2048,2048,0.700000,0.364701,1,1
2048,2048,0.700000,0.309651,1,1
2048,2048,0.700000,0.502184,1,1
2048,2048,0.700000,0.780008,1,1
2048,2048,0.700000,0.766788,1,1
2560,2560,0.700000,0.505677,0,1
2560,2560,0.700000,0.431231,0,1
2560,2560,0.700000,0.398229,0,1
2560,2560,0.700000,0.393974,0,1
2560,2560,0.700000,0.435657,0,1
2560,2560,0.700000,0.391792,0,1
2560,2560,0.700000,0.392144,0,1
2560,2560,0.700000,0.382010,0,1
2560,2560,0.700000,0.602728,0,1
2560,2560,0.700000,0.498633,0,1
3072,3072,0.700000,0.503408,0,1
3072,3072,0.700000,0.717552,0,1
3072,3072,0.700000,0.755294,0,1
3072,3072,0.700000,0.855317,0,1
3072,3072,0.700000,0.880666,0,1
3072,3072,0.700000,0.792222,0,1
3072,3072,0.700000,0.983461,0,1
3072,3072,0.700000,0.932431,0,1
3072,3072,0.700000,0.906893,0,1
3072,3072,0.700000,0.545626,0,1
3584,3584,0.700000,0.813814,1,1
3584,3584,0.700000,0.976600,1,1
3584,3584,0.700000,0.695999,1,1
3584,3584,0.700000,0.641116,1,1
3584,3584,0.700000,0.617441,1,1
3584,3584,0.700000,0.609532,1,1
3584,3584,0.700000,0.930813,1,1
3584,3584,0.700000,0.958138,1,1
3584,3584,0.700000,0.704389,1,1
3584,3584,0.700000,0.962101,1,1
4096,4096,0.700000,0.900091,0,1
4096,4096,0.700000,0.679954,0,1
4096,4096,0.700000,0.662420,0,1
4096,4096,0.700000,0.930165,0,1
4096,4096,0.700000,0.651960,0,1
4096,4096,0.700000,0.654843,0,1
4096,4096,0.700000,1.006209,0,1
4096,4096,0.700000,0.689661,0,1
4096,4096,0.700000,0.946923,0,1
4096,4096,0.700000,0.674621,0,1
4608,4608,0.700000,1.156867,0,1
4608,4608,0.700000,0.835019,0,1
4608,4608,0.700000,0.783630,0,1
4608,4608,0.700000,0.785822,0,1
4608,4608,0.700000,0.827198,0,1
4608,4608,0.700000,0.781589,0,1
4608,4608,0.700000,0.787432,0,1
4608,4608,0.700000,0.779052,0,1
4608,4608,0.700000,0.778244,0,1
4608,4608,0.700000,0.777476,0,1
5120,5120,0.700000,1.067659,0,1
5120,5120,0.700000,1.069651,0,1
5120,5120,0.700000,1.064846,0,1
5120,5120,0.700000,1.069149,0,1
5120,5120,0.700000,1.499611,0,1
5120,5120,0.700000,1.063304,0,1
5120,5120,0.700000,1.066201,0,1
5120,5120,0.700000,1.070349,0,1
5120,5120,0.700000,1.083806,0,1
5120,5120,0.700000,1.069445,0,1
5632,5632,0.700000,1.496865,1,1
5632,5632,0.700000,1.474113,1,1
5632,5632,0.700000,1.502376,1,1
5632,5632,0.700000,1.505064,1,1
5632,5632,0.700000,1.502385,1,1
5632,5632,0.700000,1.496208,1,1
5632,5632,0.700000,1.536932,1,1
5632,5632,0.700000,1.489504,1,1
5632,5632,0.700000,1.507257,1,1
5632,5632,0.700000,1.506394,1,1
6144,6144,0.700000,1.687029,0,1
6144,6144,0.700000,1.673224,0,1
6144,6144,0.700000,1.663601,0,1
6144,6144,0.700000,1.654031,0,1
6144,6144,0.700000,1.667632,0,1
6144,6144,0.700000,1.663928,0,1
6144,6144,0.700000,1.663691,0,1
6144,6144,0.700000,1.671482,0,1
6144,6144,0.700000,1.664560,0,1
6144,6144,0.700000,1.672645,0,1
6656,6656,0.700000,2.070170,0,1
6656,6656,0.700000,2.107771,0,1
6656,6656,0.700000,2.058239,0,1
6656,6656,0.700000,2.064504,0,1
6656,6656,0.700000,2.651255,0,1
6656,6656,0.700000,2.072167,0,1
6656,6656,0.700000,2.233369,0,1
6656,6656,0.700000,2.058425,0,1
6656,6656,0.700000,2.058324,0,1
6656,6656,0.700000,2.053480,0,1
7168,7168,0.700000,2.839354,1,1
7168,7168,0.700000,2.833925,1,1
7168,7168,0.700000,2.842080,1,1
7168,7168,0.700000,2.836954,1,1
7168,7168,0.700000,2.837310,1,1
7168,7168,0.700000,2.827819,1,1
7168,7168,0.700000,2.837725,1,1
7168,7168,0.700000,2.864546,1,1
7168,7168,0.700000,2.842445,1,1
7168,7168,0.700000,2.847338,1,1
7680,7680,0.700000,2.956686,0,1
7680,7680,0.700000,2.965802,0,1
7680,7680,0.700000,2.960833,0,1
7680,7680,0.700000,2.941499,0,1
7680,7680,0.700000,2.953679,0,1
7680,7680,0.700000,2.955222,0,1
7680,7680,0.700000,2.948324,0,1
7680,7680,0.700000,2.951228,0,1
7680,7680,0.700000,2.956236,0,1
7680,7680,0.700000,2.936872,0,1
8192,8192,0.700000,3.624338,0,1
8192,8192,0.700000,3.623631,0,1
8192,8192,0.700000,3.633118,0,1
8192,8192,0.700000,4.186767,0,1
8192,8192,0.700000,3.635067,0,1
8192,8192,0.700000,3.630456,0,1
8192,8192,0.700000,3.629456,0,1
8192,8192,0.700000,3.633935,0,1
8192,8192,0.700000,3.704350,0,1
8192,8192,0.700000,3.647700,0,1
8704,8704,0.700000,3.984802,0,1
8704,8704,0.700000,3.971403,0,1
8704,8704,0.700000,4.014850,0,1
8704,8704,0.700000,3.989767,0,1
8704,8704,0.700000,4.013646,0,1
8704,8704,0.700000,3.974695,0,1
8704,8704,0.700000,3.978486,0,1
8704,8704,0.700000,3.981911,0,1
8704,8704,0.700000,3.965444,0,1
8704,8704,0.700000,3.969692,0,1
9216,9216,0.700000,4.780973,0,1
9216,9216,0.700000,4.834235,0,1
9216,9216,0.700000,4.837134,0,1
9216,9216,0.700000,4.813832,0,1
9216,9216,0.700000,4.792635,0,1
9216,9216,0.700000,4.819225,0,1
9216,9216,0.700000,4.828214,0,1
9216,9216,0.700000,4.802478,0,1
9216,9216,0.700000,4.790202,0,1
9216,9216,0.700000,4.780189,0,1
9728,9728,0.700000,5.815272,1,1
9728,9728,0.700000,6.002877,1,1
9728,9728,0.700000,6.020120,1,1
9728,9728,0.700000,6.024945,1,1
9728,9728,0.700000,6.079897,1,1
9728,9728,0.700000,6.070614,1,1
9728,9728,0.700000,5.997353,1,1
9728,9728,0.700000,6.076411,1,1
9728,9728,0.700000,6.014822,1,1
9728,9728,0.700000,6.055151,1,1
10240,10240,0.700000,6.592851,1,1
10240,10240,0.700000,6.492345,1,1
10240,10240,0.700000,6.522706,1,1
10240,10240,0.700000,6.460770,1,1
10240,10240,0.700000,6.501024,1,1
10240,10240,0.700000,6.491271,1,1
10240,10240,0.700000,6.481612,1,1
10240,10240,0.700000,6.534316,1,1
10240,10240,0.700000,6.594234,1,1
10240,10240,0.700000,6.502965,1,1
10752,10752,0.700000,6.889711,0,1
10752,10752,0.700000,6.662634,0,1
10752,10752,0.700000,6.669170,0,1
10752,10752,0.700000,6.667586,0,1
10752,10752,0.700000,6.656703,0,1
10752,10752,0.700000,6.662503,0,1
10752,10752,0.700000,6.658283,0,1
10752,10752,0.700000,6.667778,0,1
10752,10752,0.700000,6.701011,0,1
10752,10752,0.700000,6.650526,0,1
11264,11264,0.700000,7.396353,0,1
11264,11264,0.700000,7.385517,0,1
11264,11264,0.700000,7.343786,0,1
11264,11264,0.700000,7.383196,0,1
11264,11264,0.700000,7.411954,0,1
11264,11264,0.700000,7.376355,0,1
11264,11264,0.700000,7.367358,0,1
11264,11264,0.700000,7.395784,0,1
11264,11264,0.700000,7.354015,0,1
11264,11264,0.700000,7.371903,0,1
11776,11776,0.700000,8.156712,0,1
11776,11776,0.700000,8.412922,0,1
11776,11776,0.700000,8.240204,0,1
11776,11776,0.700000,8.241358,0,1
11776,11776,0.700000,8.669572,0,1
11776,11776,0.700000,8.279435,0,1
11776,11776,0.700000,8.243743,0,1
11776,11776,0.700000,8.232780,0,1
11776,11776,0.700000,8.269265,0,1
11776,11776,0.700000,8.323773,0,1
12288,12288,0.700000,9.397277,0,1
12288,12288,0.700000,9.307396,0,1
12288,12288,0.700000,9.284666,0,1
12288,12288,0.700000,9.558089,0,1
12288,12288,0.700000,9.400537,0,1
12288,12288,0.700000,9.435154,0,1
12288,12288,0.700000,9.423779,0,1
12288,12288,0.700000,9.452195,0,1
12288,12288,0.700000,9.322842,0,1
12288,12288,0.700000,9.421124,0,1
12800,12800,0.700000,11.426978,1,1
12800,12800,0.700000,11.577535,1,1
12800,12800,0.700000,11.479779,1,1
12800,12800,0.700000,11.590172,1,1
12800,12800,0.700000,11.615004,1,1
12800,12800,0.700000,11.477143,1,1
12800,12800,0.700000,11.539699,1,1
12800,12800,0.700000,11.601320,1,1
12800,12800,0.700000,11.594781,1,1
12800,12800,0.700000,12.158033,1,1
13312,13312,0.700000,11.516128,0,1
13312,13312,0.700000,11.374805,0,1
13312,13312,0.700000,11.360251,0,1
13312,13312,0.700000,11.357327,0,1
13312,13312,0.700000,11.355655,0,1
13312,13312,0.700000,11.420777,0,1
13312,13312,0.700000,11.396801,0,1
13312,13312,0.700000,11.313548,0,1
13312,13312,0.700000,11.359546,0,1
13312,13312,0.700000,11.344192,0,1
13824,13824,0.700000,14.165899,1,1
13824,13824,0.700000,14.185603,1,1
