n,k,theta,tempo_esecuzione, result,check
512,512,0.900000,0.155074,1,1
512,512,0.900000,0.060199,1,1
512,512,0.900000,0.060135,1,1
512,512,0.900000,0.056762,1,1
512,512,0.900000,0.051093,1,1
512,512,0.900000,0.070937,1,1
512,512,0.900000,0.052785,1,1
512,512,0.900000,0.051595,1,1
512,512,0.900000,0.069744,1,1
512,512,0.900000,0.068343,1,1
1024,1024,0.900000,0.113529,0,1
1024,1024,0.900000,0.121866,0,1
1024,1024,0.900000,0.108762,0,1
1024,1024,0.900000,0.115170,0,1
1024,1024,0.900000,0.103256,0,1
1024,1024,0.900000,0.139887,0,1
1024,1024,0.900000,0.100262,0,1
1024,1024,0.900000,0.090117,0,1
1024,1024,0.900000,0.114481,0,1
1024,1024,0.900000,0.111853,0,1
1536,1536,0.900000,0.182564,1,1
1536,1536,0.900000,0.182813,1,1
1536,1536,0.900000,0.194078,1,1
1536,1536,0.900000,0.221674,1,1
1536,1536,0.900000,0.191002,1,1
1536,1536,0.900000,0.193937,1,1
1536,1536,0.900000,0.209045,1,1
1536,1536,0.900000,0.187712,1,1
1536,1536,0.900000,0.183419,1,1
1536,1536,0.900000,0.184087,1,1
2048,2048,0.900000,0.219454,0,1
2048,2048,0.900000,0.241506,0,1
2048,2048,0.900000,0.283530,0,1
2048,2048,0.900000,0.224372,0,1
2048,2048,0.900000,0.216463,0,1
2048,2048,0.900000,0.213808,0,1
2048,2048,0.900000,0.214242,0,1
2048,2048,0.900000,0.206338,0,1
2048,2048,0.900000,0.216861,0,1
2048,2048,0.900000,0.208288,0,1
2560,2560,0.900000,0.321619,1,1
2560,2560,0.900000,0.334338,1,1
2560,2560,0.900000,0.333441,1,1
2560,2560,0.900000,0.337045,1,1
2560,2560,0.900000,0.318116,1,1
2560,2560,0.900000,0.364968,1,1
2560,2560,0.900000,0.340487,1,1
2560,2560,0.900000,0.331736,1,1
2560,2560,0.900000,0.359652,1,1
2560,2560,0.900000,0.360510,1,1
3072,3072,0.900000,0.447609,1,1
3072,3072,0.900000,0.437372,1,1
3072,3072,0.900000,0.414974,1,1
3072,3072,0.900000,0.455042,1,1
3072,3072,0.900000,0.470098,1,1
3072,3072,0.900000,0.476423,1,1
3072,3072,0.900000,0.457519,1,1
3072,3072,0.900000,0.462299,1,1
3072,3072,0.900000,0.453219,1,1
3072,3072,0.900000,0.428675,1,1
3584,3584,0.900000,0.503804,1,1
3584,3584,0.900000,0.523186,1,1
3584,3584,0.900000,0.501659,1,1
3584,3584,0.900000,0.570882,1,1
3584,3584,0.900000,0.578075,1,1
3584,3584,0.900000,0.524724,1,1
3584,3584,0.900000,0.514311,1,1
3584,3584,0.900000,0.593564,1,1
3584,3584,0.900000,0.582655,1,1
3584,3584,0.900000,0.565391,1,1
4096,4096,0.900000,0.522912,0,1
4096,4096,0.900000,0.582926,0,1
4096,4096,0.900000,0.506065,0,1
4096,4096,0.900000,0.525874,0,1
4096,4096,0.900000,0.478820,0,1
4096,4096,0.900000,0.551928,0,1
4096,4096,0.900000,0.570009,0,1
4096,4096,0.900000,0.585811,0,1
4096,4096,0.900000,0.481323,0,1
4096,4096,0.900000,0.515084,0,1
4608,4608,0.900000,0.610714,0,1
4608,4608,0.900000,0.576684,0,1
4608,4608,0.900000,0.611463,0,1
4608,4608,0.900000,0.603680,0,1
4608,4608,0.900000,0.616049,0,1
4608,4608,0.900000,0.591697,0,1
4608,4608,0.900000,0.609138,0,1
4608,4608,0.900000,0.627841,0,1
4608,4608,0.900000,0.644416,0,1
4608,4608,0.900000,0.625865,0,1
5120,5120,0.900000,0.732018,0,1
5120,5120,0.900000,0.716747,0,1
5120,5120,0.900000,0.763289,0,1
5120,5120,0.900000,0.839567,0,1
5120,5120,0.900000,0.705874,0,1
5120,5120,0.900000,0.725261,0,1
5120,5120,0.900000,0.779134,0,1
5120,5120,0.900000,0.655113,0,1
5120,5120,0.900000,0.703817,0,1
5120,5120,0.900000,0.772323,0,1
5632,5632,0.900000,1.029876,1,1
5632,5632,0.900000,1.068391,1,1
5632,5632,0.900000,0.958220,1,1
5632,5632,0.900000,1.095393,1,1
5632,5632,0.900000,1.114180,1,1
5632,5632,0.900000,1.025594,1,1
5632,5632,0.900000,1.014339,1,1
5632,5632,0.900000,1.037598,1,1
5632,5632,0.900000,1.068896,1,1
5632,5632,0.900000,1.082870,1,1
6144,6144,0.900000,0.963368,0,1
6144,6144,0.900000,0.905676,0,1
6144,6144,0.900000,0.969181,0,1
6144,6144,0.900000,0.917694,0,1
6144,6144,0.900000,0.898575,0,1
6144,6144,0.900000,0.902784,0,1
6144,6144,0.900000,0.917995,0,1
6144,6144,0.900000,0.994119,0,1
6144,6144,0.900000,0.929662,0,1
6144,6144,0.900000,0.991626,0,1
6656,6656,0.900000,1.101084,0,1
6656,6656,0.900000,1.061058,0,1
6656,6656,0.900000,1.092729,0,1
6656,6656,0.900000,1.055457,0,1
6656,6656,0.900000,1.091976,0,1
6656,6656,0.900000,0.994374,0,1
6656,6656,0.900000,1.023584,0,1
6656,6656,0.900000,1.001272,0,1
6656,6656,0.900000,0.984950,0,1
6656,6656,0.900000,1.227351,0,1
7168,7168,0.900000,1.723160,1,1
7168,7168,0.900000,1.903803,1,1
7168,7168,0.900000,1.631938,1,1
7168,7168,0.900000,1.981311,1,1
7168,7168,0.900000,1.994702,1,1
7168,7168,0.900000,1.851352,1,1
7168,7168,0.900000,1.849323,1,1
7168,7168,0.900000,1.978051,1,1
7168,7168,0.900000,2.051038,1,1
7168,7168,0.900000,1.934174,1,1
7680,7680,0.900000,1.493761,0,1
7680,7680,0.900000,1.291096,0,1
7680,7680,0.900000,1.430918,0,1
7680,7680,0.900000,1.305605,0,1
7680,7680,0.900000,1.333038,0,1
7680,7680,0.900000,1.380787,0,1
7680,7680,0.900000,1.364236,0,1
7680,7680,0.900000,1.319458,0,1
7680,7680,0.900000,1.376461,0,1
7680,7680,0.900000,1.301858,0,1
8192,8192,0.900000,2.091059,1,1
8192,8192,0.900000,2.207554,1,1
8192,8192,0.900000,2.370207,1,1
8192,8192,0.900000,2.157472,1,1
8192,8192,0.900000,2.408845,1,1
8192,8192,0.900000,2.188614,1,1
8192,8192,0.900000,2.258496,1,1
8192,8192,0.900000,2.287542,1,1
8192,8192,0.900000,2.245097,1,1
8192,8192,0.900000,2.350870,1,1
8704,8704,0.900000,1.952876,0,1
8704,8704,0.900000,1.817962,0,1
8704,8704,0.900000,1.766957,0,1
8704,8704,0.900000,1.756967,0,1
8704,8704,0.900000,1.700514,0,1
8704,8704,0.900000,1.882813,0,1
8704,8704,0.900000,1.962122,0,1
8704,8704,0.900000,1.721311,0,1
8704,8704,0.900000,1.825703,0,1
8704,8704,0.900000,1.630259,0,1
9216,9216,0.900000,2.271633,0,1
9216,9216,0.900000,2.142595,0,1
9216,9216,0.900000,2.107655,0,1
9216,9216,0.900000,1.951499,0,1
9216,9216,0.900000,2.413769,0,1
9216,9216,0.900000,2.148740,0,1
9216,9216,0.900000,1.959104,0,1
9216,9216,0.900000,2.189098,0,1
9216,9216,0.900000,2.188339,0,1
9216,9216,0.900000,2.144815,0,1
9728,9728,0.900000,3.031323,1,1
9728,9728,0.900000,2.913568,1,1
9728,9728,0.900000,3.029041,1,1
9728,9728,0.900000,2.941789,1,1
9728,9728,0.900000,3.036974,1,1
9728,9728,0.900000,3.077920,1,1
9728,9728,0.900000,3.171482,1,1
9728,9728,0.900000,2.934775,1,1
9728,9728,0.900000,3.059956,1,1
9728,9728,0.900000,3.102211,1,1
10240,10240,0.900000,3.627748,1,1
10240,10240,0.900000,3.599278,1,1
10240,10240,0.900000,3.733069,1,1
10240,10240,0.900000,3.699827,1,1
10240,10240,0.900000,3.626906,1,1
10240,10240,0.900000,3.707767,1,1
10240,10240,0.900000,3.687579,1,1
10240,10240,0.900000,3.490601,1,1
10240,10240,0.900000,3.634253,1,1
10240,10240,0.900000,3.686876,1,1
10752,10752,0.900000,3.854976,1,1
10752,10752,0.900000,3.824883,1,1
10752,10752,0.900000,3.837977,1,1
10752,10752,0.900000,3.535535,1,1
10752,10752,0.900000,3.731143,1,1
10752,10752,0.900000,3.738932,1,1
10752,10752,0.900000,3.742035,1,1
10752,10752,0.900000,3.747542,1,1
10752,10752,0.900000,3.847378,1,1
10752,10752,0.900000,3.735914,1,1
11264,11264,0.900000,3.251203,0,1
11264,11264,0.900000,3.115237,0,1
11264,11264,0.900000,3.157708,0,1
11264,11264,0.900000,3.097653,0,1
11264,11264,0.900000,3.068957,0,1
11264,11264,0.900000,3.261146,0,1
11264,11264,0.900000,3.179497,0,1
11264,11264,0.900000,3.066774,0,1
11264,11264,0.900000,3.203429,0,1
11264,11264,0.900000,3.124286,0,1
11776,11776,0.900000,3.362912,0,1
11776,11776,0.900000,3.418522,0,1
11776,11776,0.900000,3.254442,0,1
11776,11776,0.900000,3.462323,0,1
11776,11776,0.900000,3.340156,0,1
11776,11776,0.900000,3.412281,0,1
11776,11776,0.900000,3.158351,0,1
11776,11776,0.900000,3.315034,0,1
11776,11776,0.900000,3.490111,0,1
11776,11776,0.900000,3.216471,0,1
12288,12288,0.900000,3.877890,0,1
12288,12288,0.900000,3.826014,0,1
12288,12288,0.900000,3.789444,0,1
12288,12288,0.900000,3.709749,0,1
12288,12288,0.900000,3.824545,0,1
12288,12288,0.900000,3.946472,0,1
12288,12288,0.900000,3.778449,0,1
12288,12288,0.900000,3.854322,0,1
12288,12288,0.900000,3.738758,0,1
12288,12288,0.900000,3.907857,0,1
12800,12800,0.900000,5.311252,1,1
12800,12800,0.900000,5.241520,1,1
12800,12800,0.900000,5.447203,1,1
12800,12800,0.900000,5.242347,1,1
12800,12800,0.900000,5.373384,1,1
12800,12800,0.900000,5.364645,1,1
12800,12800,0.900000,5.447717,1,1
12800,12800,0.900000,5.255409,1,1
12800,12800,0.900000,5.311787,1,1
12800,12800,0.900000,5.379182,1,1
13312,13312,0.900000,5.992776,1,1
13312,13312,0.900000,5.995922,1,1
13312,13312,0.900000,5.800324,1,1
13312,13312,0.900000,5.965997,1,1
13312,13312,0.900000,5.816175,1,1
13312,13312,0.900000,5.759796,1,1
13312,13312,0.900000,5.974781,1,1
13312,13312,0.900000,5.766123,1,1
13312,13312,0.900000,5.779764,1,1
13312,13312,0.900000,6.046529,1,1
13824,13824,0.900000,6.163294,1,1
13824,13824,0.900000,6.144648,1,1
13824,13824,0.900000,6.053396,1,1
13824,13824,0.900000,6.065567,1,1
13824,13824,0.900000,6.072939,1,1
13824,13824,0.900000,6.233659,1,1
13824,13824,0.900000,6.300260,1,1
13824,13824,0.900000,6.173581,1,1
13824,13824,0.900000,6.029402,1,1
13824,13824,0.900000,6.270897,1,1
14336,14336,0.900000,5.053359,0,1
14336,14336,0.900000,5.195712,0,1
14336,14336,0.900000,5.145181,0,1
14336,14336,0.900000,5.219917,0,1
14336,14336,0.900000,5.154080,0,1
14336,14336,0.900000,5.349055,0,1
14336,14336,0.900000,5.160155,0,1
14336,14336,0.900000,5.145165,0,1
14336,14336,0.900000,5.130190,0,1
14336,14336,0.900000,5.090347,0,1
14848,14848,0.900000,6.790161,1,1
14848,14848,0.900000,7.047674,1,1
14848,14848,0.900000,7.311368,1,1
14848,14848,0.900000,7.358441,1,1
14848,14848,0.900000,7.280278,1,1
14848,14848,0.900000,7.219340,1,1
14848,14848,0.900000,7.606781,1,1
14848,14848,0.900000,7.028356,1,1
14848,14848,0.900000,7.061047,1,1
14848,14848,0.900000,7.020864,1,1
15360,15360,0.900000,6.204416,0,1
15360,15360,0.900000,6.150784,0,1
15360,15360,0.900000,6.143817,0,1
15360,15360,0.900000,6.276588,0,1
15360,15360,0.900000,6.358683,0,1
15360,15360,0.900000,6.353360,0,1
15360,15360,0.900000,6.050890,0,1
15360,15360,0.900000,6.143584,0,1
15360,15360,0.900000,6.177438,0,1
15360,15360,0.900000,5.995725,0,1
15872,15872,0.900000,8.495348,1,1
15872,15872,0.900000,8.413699,1,1
15872,15872,0.900000,8.303184,1,1
15872,15872,0.900000,8.330664,1,1
15872,15872,0.900000,8.627359,1,1
15872,15872,0.900000,8.231129,1,1
15872,15872,0.900000,8.271425,1,1
15872,15872,0.900000,8.171850,1,1
15872,15872,0.900000,8.139734,1,1
15872,15872,0.900000,8.191544,1,1
16384,16384,0.900000,6.953765,0,1
16384,16384,0.900000,7.289522,0,1
16384,16384,0.900000,7.012420,0,1
16384,16384,0.900000,6.859466,0,1
16384,16384,0.900000,7.164428,0,1
16384,16384,0.900000,7.106015,0,1
16384,16384,0.900000,7.005159,0,1
16384,16384,0.900000,6.971062,0,1
16384,16384,0.900000,7.066862,0,1
16384,16384,0.900000,6.917269,0,1
16896,16896,0.900000,7.607439,0,1
16896,16896,0.900000,7.239082,0,1
16896,16896,0.900000,7.303466,0,1
16896,16896,0.900000,7.475432,0,1
16896,16896,0.900000,7.269171,0,1
16896,16896,0.900000,7.443723,0,1
16896,16896,0.900000,7.502249,0,1
16896,16896,0.900000,6.787936,0,1
16896,16896,0.900000,7.370830,0,1
16896,16896,0.900000,7.423052,0,1
17408,17408,0.900000,8.212510,0,1
17408,17408,0.900000,8.314737,0,1
17408,17408,0.900000,8.322062,0,1
17408,17408,0.900000,8.297265,0,1
17408,17408,0.900000,8.334692,0,1
17408,17408,0.900000,8.293741,0,1
17408,17408,0.900000,8.183246,0,1
17408,17408,0.900000,8.422761,0,1
17408,17408,0.900000,8.462516,0,1
17408,17408,0.900000,8.513413,0,1
17920,17920,0.900000,8.691442,0,1
17920,17920,0.900000,8.482568,0,1
17920,17920,0.900000,8.374557,0,1
17920,17920,0.900000,8.264130,0,1
17920,17920,0.900000,8.546920,0,1
17920,17920,0.900000,8.527472,0,1
17920,17920,0.900000,8.227740,0,1
17920,17920,0.900000,8.594848,0,1
17920,17920,0.900000,8.408310,0,1
17920,17920,0.900000,8.578312,0,1
18432,18432,0.900000,9.180214,0,1
18432,18432,0.900000,9.546326,0,1
18432,18432,0.900000,9.383995,0,1
18432,18432,0.900000,9.016154,0,1
18432,18432,0.900000,8.909298,0,1
18432,18432,0.900000,9.071943,0,1
18432,18432,0.900000,9.500753,0,1
18432,18432,0.900000,8.957037,0,1
18432,18432,0.900000,9.425589,0,1
18432,18432,0.900000,9.341382,0,1
18944,18944,0.900000,12.149041,1,1
18944,18944,0.900000,12.250292,1,1
18944,18944,0.900000,12.292693,1,1
18944,18944,0.900000,12.268054,1,1
18944,18944,0.900000,12.447139,1,1
18944,18944,0.900000,12.383759,1,1
18944,18944,0.900000,12.487840,1,1
18944,18944,0.900000,12.602730,1,1
18944,18944,0.900000,12.390806,1,1
18944,18944,0.900000,12.565848,1,1
19456,19456,0.900000,13.665129,1,1
19456,19456,0.900000,13.652122,1,1
19456,19456,0.900000,13.345165,1,1
