n,k,theta,tempo_esecuzione, result,check
512,512,0.500000,0.213276,0,1
512,512,0.500000,0.155097,0,1
512,512,0.500000,0.088570,0,1
512,512,0.500000,0.108831,0,1
512,512,0.500000,0.131874,0,1
512,512,0.500000,0.103049,0,1
512,512,0.500000,0.110015,0,1
512,512,0.500000,0.110468,0,1
512,512,0.500000,0.084389,0,1
512,512,0.500000,0.121825,0,1
1024,1024,0.500000,0.267212,0,1
1024,1024,0.500000,0.166576,0,1
1024,1024,0.500000,0.172332,0,1
1024,1024,0.500000,0.279431,0,1
1024,1024,0.500000,0.195085,0,1
1024,1024,0.500000,0.205058,0,1
1024,1024,0.500000,0.191850,0,1
1024,1024,0.500000,0.212632,0,1
1024,1024,0.500000,0.173674,0,1
1024,1024,0.500000,0.219251,0,1
1536,1536,0.500000,0.348228,0,1
1536,1536,0.500000,0.347697,0,1
1536,1536,0.500000,0.326303,0,1
1536,1536,0.500000,0.415109,0,1
1536,1536,0.500000,0.340891,0,1
1536,1536,0.500000,0.289691,0,1
1536,1536,0.500000,0.347515,0,1
1536,1536,0.500000,0.270369,0,1
1536,1536,0.500000,0.336638,0,1
1536,1536,0.500000,0.357329,0,1
2048,2048,0.500000,0.660389,0,1
2048,2048,0.500000,0.639235,0,1
2048,2048,0.500000,0.747732,0,1
2048,2048,0.500000,0.529366,0,1
2048,2048,0.500000,0.591533,0,1
2048,2048,0.500000,0.775359,0,1
2048,2048,0.500000,0.571908,0,1
2048,2048,0.500000,0.579102,0,1
2048,2048,0.500000,0.551355,0,1
2048,2048,0.500000,0.665937,0,1
2560,2560,0.500000,0.777036,0,1
2560,2560,0.500000,0.812407,0,1
2560,2560,0.500000,0.933280,0,1
2560,2560,0.500000,0.745044,0,1
2560,2560,0.500000,0.767668,0,1
2560,2560,0.500000,0.847531,0,1
2560,2560,0.500000,0.749247,0,1
2560,2560,0.500000,0.694085,0,1
2560,2560,0.500000,0.709981,0,1
2560,2560,0.500000,0.753082,0,1
3072,3072,0.500000,0.909419,0,1
3072,3072,0.500000,0.954250,0,1
3072,3072,0.500000,0.897292,0,1
3072,3072,0.500000,0.985085,0,1
3072,3072,0.500000,0.971359,0,1
3072,3072,0.500000,1.088252,0,1
3072,3072,0.500000,0.934558,0,1
3072,3072,0.500000,0.959429,0,1
3072,3072,0.500000,1.021549,0,1
3072,3072,0.500000,1.072648,0,1
3584,3584,0.500000,1.165492,1,1
3584,3584,0.500000,1.155791,1,1
3584,3584,0.500000,1.259087,1,1
3584,3584,0.500000,1.228822,1,1
3584,3584,0.500000,1.444971,1,1
3584,3584,0.500000,1.225350,1,1
3584,3584,0.500000,1.250157,1,1
3584,3584,0.500000,1.353831,1,1
3584,3584,0.500000,1.180426,1,1
3584,3584,0.500000,1.174184,1,1
4096,4096,0.500000,1.535854,0,1
4096,4096,0.500000,1.302539,0,1
4096,4096,0.500000,1.305591,0,1
4096,4096,0.500000,1.397970,0,1
4096,4096,0.500000,1.370857,0,1
4096,4096,0.500000,1.398012,0,1
4096,4096,0.500000,1.412477,0,1
4096,4096,0.500000,1.262772,0,1
4096,4096,0.500000,1.185035,0,1
4096,4096,0.500000,1.338907,0,1
4608,4608,0.500000,1.706030,0,1
