n,k,theta,tempo_esecuzione, result
512,512,0.900000,0.060327,1
512,512,0.900000,0.059936,1
512,512,0.900000,0.060153,1
512,512,0.900000,0.060119,1
512,512,0.900000,0.060712,1
512,512,0.900000,0.060231,1
512,512,0.900000,0.060316,1
512,512,0.900000,0.060001,1
512,512,0.900000,0.061681,1
512,512,0.900000,0.095881,1
1024,1024,0.900000,0.529152,0
1024,1024,0.900000,0.504832,0
1024,1024,0.900000,0.490847,0
1024,1024,0.900000,0.511863,0
1024,1024,0.900000,0.516935,0
1024,1024,0.900000,0.492714,0
1024,1024,0.900000,0.485593,0
1024,1024,0.900000,0.494383,0
1024,1024,0.900000,0.490651,0
1024,1024,0.900000,0.515361,0
1536,1536,0.900000,1.803064,1
1536,1536,0.900000,1.654301,1
1536,1536,0.900000,1.660409,1
1536,1536,0.900000,1.665777,1
1536,1536,0.900000,1.646176,1
1536,1536,0.900000,1.655690,1
1536,1536,0.900000,1.668865,1
1536,1536,0.900000,1.643550,1
1536,1536,0.900000,1.642579,1
1536,1536,0.900000,1.642530,1
2048,2048,0.900000,3.916309,0
2048,2048,0.900000,4.062221,0
2048,2048,0.900000,4.271603,0
2048,2048,0.900000,4.388519,0
2048,2048,0.900000,3.922792,0
2048,2048,0.900000,4.133451,0
2048,2048,0.900000,4.160355,0
2048,2048,0.900000,4.121392,0
2048,2048,0.900000,4.175488,0
2048,2048,0.900000,4.824491,0
2560,2560,0.900000,8.093064,1
2560,2560,0.900000,8.471218,1
2560,2560,0.900000,7.968070,1
2560,2560,0.900000,8.336788,1
2560,2560,0.900000,8.134909,1
2560,2560,0.900000,7.985905,1
2560,2560,0.900000,8.578028,1
2560,2560,0.900000,8.263317,1
2560,2560,0.900000,8.322581,1
2560,2560,0.900000,8.506574,1
3072,3072,0.900000,14.243274,1
3072,3072,0.900000,13.923934,1
3072,3072,0.900000,14.494655,1
3072,3072,0.900000,14.316280,1
3072,3072,0.900000,14.001072,1
3072,3072,0.900000,14.685457,1
3072,3072,0.900000,15.112529,1
3072,3072,0.900000,14.748765,1
3072,3072,0.900000,14.017628,1
3072,3072,0.900000,14.106571,1
3584,3584,0.900000,22.261458,1
3584,3584,0.900000,22.388710,1
3584,3584,0.900000,21.730223,1
3584,3584,0.900000,22.414878,1
3584,3584,0.900000,22.444160,1
3584,3584,0.900000,23.305595,1
3584,3584,0.900000,22.780715,1
3584,3584,0.900000,22.491886,1
3584,3584,0.900000,22.523624,1
3584,3584,0.900000,22.571655,1
4096,4096,0.900000,34.665542,0
4096,4096,0.900000,33.382232,0
4096,4096,0.900000,35.580848,0
4096,4096,0.900000,42.712320,0
4096,4096,0.900000,45.168381,0
4096,4096,0.900000,35.727582,0
4096,4096,0.900000,33.394117,0
4096,4096,0.900000,32.821071,0
4096,4096,0.900000,34.722908,0
4096,4096,0.900000,33.771952,0
4608,4608,0.900000,48.584375,0
4608,4608,0.900000,48.064468,0
4608,4608,0.900000,47.480429,0
4608,4608,0.900000,46.754538,0
4608,4608,0.900000,47.765777,0
4608,4608,0.900000,47.923897,0
4608,4608,0.900000,48.367170,0
4608,4608,0.900000,47.855931,0
4608,4608,0.900000,47.535430,0
4608,4608,0.900000,48.072409,0
5120,5120,0.900000,65.821519,0
5120,5120,0.900000,65.006887,0
5120,5120,0.900000,64.960274,0
5120,5120,0.900000,65.035066,0
5120,5120,0.900000,64.871427,0
5120,5120,0.900000,64.665693,0
5120,5120,0.900000,65.344781,0
5120,5120,0.900000,64.606999,0
5120,5120,0.900000,64.494639,0
5120,5120,0.900000,63.525418,0
5632,5632,0.900000,86.315540,1
5632,5632,0.900000,86.480577,1
5632,5632,0.900000,85.885517,1
5632,5632,0.900000,86.378223,1
5632,5632,0.900000,87.361804,1
5632,5632,0.900000,87.225649,1
5632,5632,0.900000,88.302636,1
5632,5632,0.900000,86.652513,1
5632,5632,0.900000,87.108712,1
5632,5632,0.900000,87.685250,1
6144,6144,0.900000,111.396368,0
6144,6144,0.900000,111.709185,0
6144,6144,0.900000,111.358893,0
6144,6144,0.900000,111.384934,0
6144,6144,0.900000,112.048501,0
6144,6144,0.900000,111.507505,0
6144,6144,0.900000,113.994124,0
6144,6144,0.900000,111.874440,0
6144,6144,0.900000,112.658989,0
6144,6144,0.900000,112.305139,0
6656,6656,0.900000,143.491631,0
6656,6656,0.900000,143.941156,0
6656,6656,0.900000,142.509132,0
6656,6656,0.900000,143.938541,0
6656,6656,0.900000,142.538136,0
6656,6656,0.900000,144.191148,0
6656,6656,0.900000,142.070116,0
6656,6656,0.900000,142.371332,0
6656,6656,0.900000,141.793833,0
6656,6656,0.900000,144.402703,0
7168,7168,0.900000,179.065218,1
7168,7168,0.900000,178.472767,1
7168,7168,0.900000,179.430154,1
7168,7168,0.900000,180.413884,1
7168,7168,0.900000,180.607713,1
7168,7168,0.900000,178.447037,1
7168,7168,0.900000,179.325355,1
7168,7168,0.900000,177.437853,1
7168,7168,0.900000,178.292195,1
7168,7168,0.900000,179.251170,1
7680,7680,0.900000,219.528934,0
7680,7680,0.900000,219.946477,0
7680,7680,0.900000,221.976141,0
7680,7680,0.900000,220.793926,0
7680,7680,0.900000,219.516110,0
7680,7680,0.900000,221.240822,0
7680,7680,0.900000,220.509531,0
7680,7680,0.900000,219.753719,0
7680,7680,0.900000,220.878428,0
7680,7680,0.900000,221.795111,0
8192,8192,0.900000,267.265463,1
8192,8192,0.900000,266.144472,1
8192,8192,0.900000,267.730054,1
8192,8192,0.900000,265.771360,1
8192,8192,0.900000,266.384415,1
8192,8192,0.900000,268.138393,1
8192,8192,0.900000,265.027976,1
8192,8192,0.900000,266.714522,1
8192,8192,0.900000,267.558215,1
8192,8192,0.900000,267.687922,1
8704,8704,0.900000,319.311882,0
8704,8704,0.900000,321.998086,0
8704,8704,0.900000,321.712872,0
8704,8704,0.900000,318.006580,0
8704,8704,0.900000,319.736588,0
8704,8704,0.900000,321.202729,0
8704,8704,0.900000,321.141701,0
8704,8704,0.900000,319.254962,0
8704,8704,0.900000,321.206603,0
8704,8704,0.900000,318.735513,0
9216,9216,0.900000,379.097808,0
9216,9216,0.900000,377.174899,0
9216,9216,0.900000,374.546517,0
9216,9216,0.900000,378.505035,0
9216,9216,0.900000,379.926748,0
9216,9216,0.900000,379.131969,0
9216,9216,0.900000,381.602400,0
9216,9216,0.900000,387.450855,0
9216,9216,0.900000,384.742009,0
9216,9216,0.900000,380.465957,0
9728,9728,0.900000,448.298420,1
9728,9728,0.900000,443.385934,1
9728,9728,0.900000,445.352045,1
9728,9728,0.900000,448.123337,1
9728,9728,0.900000,448.409734,1
9728,9728,0.900000,445.575791,1
9728,9728,0.900000,447.669250,1
9728,9728,0.900000,446.567977,1
9728,9728,0.900000,446.515557,1
9728,9728,0.900000,449.862981,1
10240,10240,0.900000,522.477961,1
