n,k,theta,tempo_esecuzione, result,check
512,512,0.300000,0.228071,1,1
512,512,0.300000,0.125783,1,1
512,512,0.300000,0.105101,1,1
512,512,0.300000,0.186779,1,1
512,512,0.300000,0.119006,1,1
512,512,0.300000,0.112356,1,1
512,512,0.300000,0.121632,1,1
512,512,0.300000,0.136643,1,1
512,512,0.300000,0.100794,1,1
512,512,0.300000,0.098024,1,1
1024,1024,0.300000,0.240501,1,1
1024,1024,0.300000,0.251823,1,1
1024,1024,0.300000,0.205145,1,1
1024,1024,0.300000,0.226046,1,1
1024,1024,0.300000,0.252707,1,1
1024,1024,0.300000,0.267621,1,1
1024,1024,0.300000,0.371181,1,1
1024,1024,0.300000,0.233216,1,1
1024,1024,0.300000,0.241997,1,1
1024,1024,0.300000,0.383225,1,1
1536,1536,0.300000,0.345100,1,1
1536,1536,0.300000,0.347439,1,1
1536,1536,0.300000,0.407555,1,1
1536,1536,0.300000,0.359899,1,1
1536,1536,0.300000,0.449888,1,1
1536,1536,0.300000,0.492715,1,1
1536,1536,0.300000,0.525394,1,1
1536,1536,0.300000,0.547401,1,1
1536,1536,0.300000,0.552879,1,1
1536,1536,0.300000,0.576707,1,1
2048,2048,0.300000,0.914558,1,1
2048,2048,0.300000,0.890739,1,1
2048,2048,0.300000,1.139716,1,1
2048,2048,0.300000,0.924859,1,1
2048,2048,0.300000,0.838743,1,1
2048,2048,0.300000,0.840357,1,1
2048,2048,0.300000,0.890336,1,1
2048,2048,0.300000,0.836595,1,1
2048,2048,0.300000,0.856265,1,1
2048,2048,0.300000,0.874786,1,1
2560,2560,0.300000,1.075221,0,1
2560,2560,0.300000,1.069708,0,1
2560,2560,0.300000,1.066513,0,1
2560,2560,0.300000,1.065082,0,1
2560,2560,0.300000,1.055408,0,1
2560,2560,0.300000,1.054528,0,1
2560,2560,0.300000,1.070760,0,1
2560,2560,0.300000,1.044873,0,1
2560,2560,0.300000,1.044365,0,1
2560,2560,0.300000,1.094716,0,1
3072,3072,0.300000,1.323258,0,1
3072,3072,0.300000,1.300949,0,1
3072,3072,0.300000,1.232096,0,1
3072,3072,0.300000,1.231006,0,1
3072,3072,0.300000,1.191706,0,1
3072,3072,0.300000,1.165490,0,1
3072,3072,0.300000,1.235637,0,1
3072,3072,0.300000,1.223543,0,1
3072,3072,0.300000,1.274638,0,1
3072,3072,0.300000,1.233226,0,1
3584,3584,0.300000,1.562828,1,1
3584,3584,0.300000,1.517669,1,1
3584,3584,0.300000,1.659773,1,1
3584,3584,0.300000,1.608791,1,1
3584,3584,0.300000,1.572194,1,1
3584,3584,0.300000,1.484128,1,1
3584,3584,0.300000,1.753965,1,1
3584,3584,0.300000,1.754862,1,1
3584,3584,0.300000,1.689597,1,1
3584,3584,0.300000,1.623945,1,1
4096,4096,0.300000,1.979687,0,1
4096,4096,0.300000,1.670923,0,1
4096,4096,0.300000,1.730666,0,1
4096,4096,0.300000,1.725177,0,1
4096,4096,0.300000,1.742720,0,1
4096,4096,0.300000,1.674321,0,1
4096,4096,0.300000,1.659494,0,1
4096,4096,0.300000,1.800739,0,1
4096,4096,0.300000,1.698044,0,1
4096,4096,0.300000,1.668725,0,1
4608,4608,0.300000,1.950573,0,1
4608,4608,0.300000,1.852290,0,1
4608,4608,0.300000,2.010438,0,1
4608,4608,0.300000,1.875356,0,1
4608,4608,0.300000,1.895791,0,1
4608,4608,0.300000,1.878140,0,1
4608,4608,0.300000,1.926645,0,1
4608,4608,0.300000,2.091423,0,1
4608,4608,0.300000,2.154297,0,1
4608,4608,0.300000,2.010846,0,1
5120,5120,0.300000,2.477053,0,1
5120,5120,0.300000,2.394850,0,1
5120,5120,0.300000,2.400635,0,1
5120,5120,0.300000,2.457068,0,1
5120,5120,0.300000,2.489243,0,1
5120,5120,0.300000,2.304702,0,1
5120,5120,0.300000,2.421714,0,1
5120,5120,0.300000,2.399719,0,1
5120,5120,0.300000,2.463095,0,1
5120,5120,0.300000,2.323261,0,1
5632,5632,0.300000,2.373224,0,1
5632,5632,0.300000,2.279622,0,1
5632,5632,0.300000,2.640704,0,1
5632,5632,0.300000,2.525402,0,1
5632,5632,0.300000,2.511328,0,1
5632,5632,0.300000,2.582269,0,1
5632,5632,0.300000,2.421959,0,1
5632,5632,0.300000,2.790253,0,1
5632,5632,0.300000,2.517763,0,1
5632,5632,0.300000,2.472778,0,1
6144,6144,0.300000,3.146764,0,1
6144,6144,0.300000,3.064543,0,1
6144,6144,0.300000,3.052209,0,1
6144,6144,0.300000,3.619363,0,1
6144,6144,0.300000,3.210900,0,1
6144,6144,0.300000,3.132249,0,1
6144,6144,0.300000,3.378414,0,1
6144,6144,0.300000,3.126458,0,1
6144,6144,0.300000,3.320823,0,1
6144,6144,0.300000,2.975651,0,1
6656,6656,0.300000,2.903092,0,1
6656,6656,0.300000,3.355374,0,1
6656,6656,0.300000,3.288701,0,1
6656,6656,0.300000,3.629653,0,1
6656,6656,0.300000,2.947129,0,1
6656,6656,0.300000,3.222903,0,1
6656,6656,0.300000,2.891460,0,1
6656,6656,0.300000,2.847145,0,1
6656,6656,0.300000,3.279580,0,1
6656,6656,0.300000,2.925274,0,1
7168,7168,0.300000,4.759246,1,1
7168,7168,0.300000,4.787050,1,1
7168,7168,0.300000,4.845968,1,1
7168,7168,0.300000,4.635401,1,1
7168,7168,0.300000,4.449317,1,1
7168,7168,0.300000,4.418386,1,1
7168,7168,0.300000,4.906069,1,1
7168,7168,0.300000,4.439257,1,1
7168,7168,0.300000,4.879115,1,1
7168,7168,0.300000,5.225753,1,1
7680,7680,0.300000,5.067049,1,1
7680,7680,0.300000,4.840376,1,1
7680,7680,0.300000,5.061079,1,1
7680,7680,0.300000,5.438370,1,1
7680,7680,0.300000,4.769735,1,1
7680,7680,0.300000,4.873643,1,1
7680,7680,0.300000,4.817195,1,1
7680,7680,0.300000,4.685988,1,1
7680,7680,0.300000,5.467533,1,1
7680,7680,0.300000,5.669781,1,1
8192,8192,0.300000,5.975273,1,1
8192,8192,0.300000,5.875316,1,1
8192,8192,0.300000,5.897768,1,1
8192,8192,0.300000,6.017332,1,1
8192,8192,0.300000,5.945381,1,1
8192,8192,0.300000,6.263201,1,1
8192,8192,0.300000,5.675981,1,1
8192,8192,0.300000,5.612364,1,1
8192,8192,0.300000,5.807645,1,1
8192,8192,0.300000,5.612958,1,1
8704,8704,0.300000,5.683333,0,1
8704,8704,0.300000,5.659722,0,1
8704,8704,0.300000,4.622738,0,1
8704,8704,0.300000,5.290410,0,1
8704,8704,0.300000,5.645005,0,1
8704,8704,0.300000,5.709065,0,1
8704,8704,0.300000,5.633585,0,1
8704,8704,0.300000,5.378162,0,1
8704,8704,0.300000,5.391425,0,1
8704,8704,0.300000,5.415740,0,1
9216,9216,0.300000,7.317585,1,1
9216,9216,0.300000,7.251881,1,1
9216,9216,0.300000,7.305946,1,1
9216,9216,0.300000,7.360410,1,1
9216,9216,0.300000,7.073117,1,1
9216,9216,0.300000,7.543934,1,1
9216,9216,0.300000,7.197731,1,1
9216,9216,0.300000,7.114318,1,1
9216,9216,0.300000,7.358529,1,1
9216,9216,0.300000,7.227860,1,1
9728,9728,0.300000,6.857112,0,1
9728,9728,0.300000,7.066868,0,1
9728,9728,0.300000,7.156189,0,1
9728,9728,0.300000,6.907400,0,1
9728,9728,0.300000,6.777702,0,1
9728,9728,0.300000,7.156547,0,1
9728,9728,0.300000,7.337845,0,1
9728,9728,0.300000,6.900686,0,1
9728,9728,0.300000,6.758911,0,1
9728,9728,0.300000,7.058192,0,1
10240,10240,0.300000,9.039925,1,1
10240,10240,0.300000,9.086771,1,1
10240,10240,0.300000,8.876647,1,1
10240,10240,0.300000,9.307777,1,1
10240,10240,0.300000,8.936321,1,1
10240,10240,0.300000,9.188581,1,1
10240,10240,0.300000,9.003445,1,1
10240,10240,0.300000,8.867903,1,1
10240,10240,0.300000,9.046188,1,1
10240,10240,0.300000,9.233181,1,1
