n,k,theta,tempo_esecuzione, result
512,512,0.100000,0.278626,1
512,512,0.100000,0.052469,1
512,512,0.100000,0.051697,1
512,512,0.100000,0.051904,1
512,512,0.100000,0.050372,1
512,512,0.100000,0.041396,1
512,512,0.100000,0.041343,1
512,512,0.100000,0.041354,1
512,512,0.100000,0.041332,1
512,512,0.100000,0.041275,1
1024,1024,0.100000,0.080759,0
1024,1024,0.100000,0.080456,0
1024,1024,0.100000,0.080594,0
1024,1024,0.100000,0.080892,0
1024,1024,0.100000,0.080524,0
1024,1024,0.100000,0.080450,0
1024,1024,0.100000,0.080394,0
1024,1024,0.100000,0.080447,0
1024,1024,0.100000,0.080335,0
1024,1024,0.100000,0.080429,0
1536,1536,0.100000,0.135868,1
1536,1536,0.100000,0.135787,1
1536,1536,0.100000,0.135516,1
1536,1536,0.100000,0.134970,1
1536,1536,0.100000,0.135462,1
1536,1536,0.100000,0.135686,1
1536,1536,0.100000,0.135639,1
1536,1536,0.100000,0.135632,1
1536,1536,0.100000,0.135294,1
1536,1536,0.100000,0.135312,1
2048,2048,0.100000,0.170592,0
2048,2048,0.100000,0.170711,0
2048,2048,0.100000,0.171144,0
2048,2048,0.100000,0.170151,0
2048,2048,0.100000,0.170065,0
2048,2048,0.100000,0.170462,0
2048,2048,0.100000,0.170763,0
2048,2048,0.100000,0.170127,0
2048,2048,0.100000,0.169771,0
2048,2048,0.100000,0.170646,0
2560,2560,0.100000,0.218663,0
2560,2560,0.100000,0.219216,0
2560,2560,0.100000,0.218602,0
2560,2560,0.100000,0.218673,0
2560,2560,0.100000,0.219444,0
2560,2560,0.100000,0.219016,0
2560,2560,0.100000,0.218739,0
2560,2560,0.100000,0.218642,0
2560,2560,0.100000,0.218774,0
2560,2560,0.100000,0.219005,0
